,0,1,2,predOp
21388,.,.,O,O
21389,instagram.com/p/Ba4vu5wB6i2/,NN,O,B-noun.cognition
21390,These,DT,O,O
21391,Idiots,NNP,O,B-noun.time
21392,The,DT,O,O
21393,vitawater,NN,O,B-noun.communication
21394,has,VBZ,O,O
21395,whiskey,VBN,O,B-verb.stative
21396,in,IN,O,O
21397,it,PRP,O,O
21398,",",",",O,O
21399,of,IN,O,O
21400,course,NN,O,B-noun.attribute
21401,.,.,O,O
21402,#,#,O,O
21403,venicebeach,NN,O,B-noun.person
21404,#,#,O,O
21405,idiots,JJ,O,O
21406,#,#,O,O
21407,halloween,JJ,O,O
21408,…,JJ,O,O
21409,https,NN,O,B-noun.communication
21410,:,:,O,O
21411,//www,NN,O,B-noun.communication
21412,.,.,O,O
21413,instagram.com/p/Ba4viuigelL/,NN,O,B-noun.cognition
21414,Best,NNP,O,B-noun.person
21415,#,#,O,O
21416,nzwine,JJ,O,O
21417,#,#,O,O
21418,pinotnoir,NNS,O,B-noun.artifact
21419,so,RB,O,O
21420,far,RB,O,O
21421,@,JJ,O,O
21422,mahananz,NN,O,B-noun.person
21423,@,VBD,O,B-verb.communication
21424,The,DT,O,O
21425,Wine,NNP,O,B-noun.communication
21426,House,NNP,O,I-noun.communication
21427,https,NN,O,I-noun.communication
21428,:,:,O,O
21429,//www,NN,O,B-noun.communication
21430,.,.,O,O
21431,instagram.com/p/Ba4vpxuloAB/,NN,O,B-noun.cognition
21432,Just,RB,O,O
21433,held,VBN,O,B-verb.cognition
21434,the,DT,O,O
21435,#,#,O,O
21436,essentialphone,NN,O,B-noun.person
21437,at,IN,O,O
21438,Sprint,NNP,O,B-noun.location
21439,in,IN,O,O
21440,#,#,O,O
21441,Hollywood,NNP,O,B-noun.person
21442,and,CC,O,O
21443,liked,VBD,O,B-verb.social
21444,it,PRP,O,O
21445,!,.,O,O
21446,!,.,O,O
21447,#,#,O,O
21448,Pixel2XL,NNP,O,B-noun.person
21449,still,RB,O,O
21450,on,IN,O,O
21451,order,NN,O,B-noun.time
21452,.,.,O,O
21453,It,PRP,O,O
21454,was,VBD,O,B-verb.stative
21455,a,DT,O,O
21456,great,JJ,O,O
21457,afternoon,NN,O,B-noun.person
21458,training,NN,O,I-noun.person
21459,my,PRP$,O,O
21460,Dreamworks,NNP,O,B-noun.artifact
21461,peeps,NN,O,I-noun.artifact
21462,!,.,O,O
21463,I,PRP,O,O
21464,love,VBP,O,B-verb.emotion
21465,their,PRP$,O,O
21466,dedication,NN,O,B-noun.communication
21467,to,TO,O,O
21468,their…,VB,O,B-verb.perception
21469,https,NN,O,B-noun.communication
21470,:,:,O,O
21471,//www,NN,O,B-noun.communication
21472,.,.,O,O
21473,instagram.com/p/Ba4vmgih7jV/,NN,O,B-noun.cognition
21474,Domingo,NNP,O,B-noun.act
21475,@,NNP,O,I-noun.act
21476,Vaqueros,NNP,O,I-noun.act
21477,Night,NNP,O,I-noun.act
21478,Club,NNP,O,I-noun.act
21479,de,FW,O,O
21480,Hollywood,NNP,O,B-noun.person
21481,https,NN,O,I-noun.person
21482,:,:,O,O
21483,//www,NN,O,B-noun.communication
21484,.,.,O,O
21485,instagram.com/p/Ba4vgx0H6VW/,NN,O,B-noun.cognition
21486,I,PRP,O,O
21487,’,VBP,O,B-verb.emotion
21488,ll,JJ,O,O
21489,think,NN,O,B-noun.cognition
21490,of,IN,O,O
21491,a,DT,O,O
21492,better,JJR,O,O
21493,caption,NN,O,B-noun.location
21494,later,RB,O,O
21495,#,#,O,O
21496,lazyeye,JJ,O,O
21497,#,#,O,O
21498,campfloggnaw,JJ,O,O
21499,#,#,O,O
21500,litasf,JJ,O,O
21501,@,NN,O,B-noun.act
21502,Camp,NNP,O,I-noun.act
21503,Flog,NNP,O,I-noun.act
21504,Gnaw,NNP,O,I-noun.act
21505,https,NN,O,I-noun.act
21506,:,:,O,O
21507,//www,NN,O,B-noun.communication
21508,.,.,O,O
21509,instagram.com/p/Ba4vq9BHwF_/,NN,O,B-noun.cognition
21510,I,PRP,O,O
21511,’,VBP,O,B-verb.body
21512,M,NNP,O,B-noun.artifact
21513,FROM,NNP,O,I-noun.artifact
21514,MAGEE,NNP,O,I-noun.artifact
21515,",",",",O,O
21516,MS,NNP,O,B-noun.location
21517,.,.,O,O
21518,.,.,O,O
21519,.,.,O,O
21520,#,#,O,O
21521,goldenscreenawards2017,JJ,O,O
21522,#,#,O,O
21523,jerrodbrosean,JJ,O,O
21524,#,#,O,O
21525,yunglife,RB,O,O
21526,#,#,O,O
21527,boyfriendmaterial,JJ,O,O
21528,@,NNP,O,B-noun.communication
21529,…,NNP,O,I-noun.communication
21530,https,NN,O,I-noun.communication
21531,:,:,O,O
21532,//www,NN,O,B-noun.communication
21533,.,.,O,O
21534,instagram.com/p/Ba4vqzonrW5/,NN,O,B-noun.cognition
21535,Trying,VBG,O,B-verb.social
21536,this,DT,O,O
21537,place,NN,O,B-noun.location
21538,for,IN,O,O
21539,the,DT,O,O
21540,1st,CD,O,O
21541,time,NN,O,B-noun.event
21542,#,#,O,O
21543,thehalalguys,NNS,O,B-noun.person
21544,here,RB,O,O
21545,in,IN,O,O
21546,#,#,O,O
21547,cerritos,NNS,O,B-noun.person
21548,normally,RB,O,O
21549,I,PRP,O,O
21550,do,VBP,O,O
21551,n't,RB,O,O
21552,eat,VB,O,B-verb.communication
21553,this…,JJ,O,O
21554,https,NN,O,B-noun.communication
21555,:,:,O,O
21556,//www,NN,O,B-noun.communication
21557,.,.,O,O
21558,instagram.com/p/Ba4vlmyBKC0/,NN,O,B-noun.cognition
21559,@,JJ,O,O
21560,_ariannamarie,NNP,O,B-noun.communication
21561,@,NNP,O,I-noun.communication
21562,Santa,NNP,O,I-noun.communication
21563,Monica,NNP,O,I-noun.communication
21564,",",",",O,O
21565,California,NNP,O,B-noun.person
21566,https,NN,O,I-noun.person
21567,:,:,O,O
21568,//www,NN,O,B-noun.communication
21569,.,.,O,O
21570,instagram.com/p/Ba4vpdPlaXm/,NN,O,B-noun.cognition
21571,Pretty,RB,O,O
21572,sure,JJ,O,O
21573,this,DT,O,O
21574,is,VBZ,O,B-verb.stative
21575,Sadie,NNP,O,B-noun.person
21576,'s,POS,O,O
21577,Thriller,NNP,O,B-noun.artifact
21578,claw,NN,O,I-noun.artifact
21579,move,NN,O,I-noun.artifact
21580,...,:,O,O
21581,hah,RB,O,O
21582,#,#,O,O
21583,ThisIsThriller,NNP,O,B-noun.person
21584,#,#,O,O
21585,LittleMissSadieLaRue,NNP,O,B-noun.communication
21586,@,NNP,O,I-noun.communication
21587,…,NNP,O,I-noun.communication
21588,https,NN,O,I-noun.communication
21589,:,:,O,O
21590,//www,NN,O,B-noun.communication
21591,.,.,O,O
21592,instagram.com/p/Ba4vmlzgzxC/,NN,O,B-noun.cognition
21593,Check,VB,O,B-verb.perception
21594,out,RP,O,O
21595,my,PRP$,O,O
21596,masterpiece,NN,O,B-noun.person
21597,!,.,O,O
21598,#,#,O,O
21599,makeupbymilo,JJ,O,O
21600,’,NNP,O,B-noun.communication
21601,s,NN,O,I-noun.communication
21602,#,#,O,O
21603,skeletonmakeup,NN,O,B-noun.artifact
21604,on,IN,O,O
21605,@,NNP,O,B-noun.communication
21606,DanielleBrosh,NNP,O,I-noun.communication
21607,for,IN,O,O
21608,@,NNP,O,B-noun.communication
21609,glamsquad,NN,O,I-noun.communication
21610,#,#,O,O
21611,…,JJ,O,O
21612,https,NN,O,B-noun.communication
21613,:,:,O,O
21614,//www,NN,O,B-noun.communication
21615,.,.,O,O
21616,instagram.com/p/Ba4vjlBj4J_/,NN,O,B-noun.cognition
21617,Live,NNP,O,B-noun.communication
21618,&,CC,O,O
21619,Direct,NNP,O,B-noun.person
21620,at,IN,O,O
21621,the,DT,O,O
21622,@,NNP,O,B-noun.event
21623,HighStandardsLA,NNP,O,I-noun.event
21624,event,NN,O,I-noun.event
21625,the,DT,O,O
21626,other,JJ,O,O
21627,night,NN,O,B-noun.time
21628,...,:,O,O
21629,I,PRP,O,O
21630,give,VBP,O,B-verb.cognition
21631,it,PRP,O,O
21632,all,DT,O,O
21633,and,CC,O,O
21634,keep,VB,O,B-verb.stative
21635,it,PRP,O,O
21636,when…,JJ,O,O
21637,https,NN,O,B-noun.communication
21638,:,:,O,O
21639,//www,NN,O,B-noun.communication
21640,.,.,O,O
21641,instagram.com/p/Ba4vjqsnqTP/,NN,O,B-noun.cognition
21642,Need,NN,O,B-noun.act
21643,that,WDT,O,O
21644,plaque,NN,O,B-noun.artifact
21645,with,IN,O,O
21646,my,PRP$,O,O
21647,name,NN,O,B-noun.artifact
21648,on,IN,O,O
21649,it,PRP,O,O
21650,chrisbrownofficial,JJ,O,O
21651,@,NNP,O,B-noun.communication
21652,North,NNP,O,I-noun.communication
21653,Hollywood,NNP,O,I-noun.communication
21654,",",",",O,O
21655,California,NNP,O,B-noun.person
21656,https,NN,O,I-noun.person
21657,:,:,O,O
21658,//www,NN,O,B-noun.communication
21659,.,.,O,O
21660,instagram.com/p/Ba4vhkkBKLK/,NN,O,B-noun.cognition
21661,RobertGatesC,NNP,O,B-noun.location
21662,aka,NN,O,I-noun.location
21663,TheHulk,NNP,O,I-noun.location
21664,@,NNP,O,I-noun.location
21665,Los,NNP,O,I-noun.location
21666,Angeles,NNP,O,I-noun.location
21667,",",",",O,O
21668,California,NNP,O,B-noun.person
21669,https,NN,O,I-noun.person
21670,:,:,O,O
21671,//www,NN,O,B-noun.communication
21672,.,.,O,O
21673,instagram.com/p/Ba4vbYHA5Ba/,NN,O,B-noun.cognition
21674,Doing,VBG,O,B-verb.social
21675,my,PRP$,O,O
21676,best,JJS,O,O
21677,realgdt,JJ,O,O
21678,impression,NN,O,B-noun.cognition
21679,of,IN,O,O
21680,his,PRP$,O,O
21681,#,#,O,O
21682,paleman,NN,O,B-noun.person
21683,monster,NN,O,I-noun.person
21684,using,VBG,O,B-verb.creation
21685,@,NNP,O,B-noun.artifact
21686,vegan_donuts,NNS,O,I-noun.artifact
21687,green,JJ,O,O
21688,tea…,JJ,O,O
21689,https,NN,O,B-noun.communication
21690,:,:,O,O
21691,//www,NN,O,B-noun.communication
21692,.,.,O,O
21693,instagram.com/p/Ba4vfMbA8Nn/,NN,O,B-noun.cognition
21694,Happy,JJ,O,O
21695,Birthday,NNP,O,B-noun.time
21696,gavinrossdale,NN,O,O
21697,keep,VB,O,O
21698,rocking,VBG,O,B-verb.perception
21699,this,DT,O,O
21700,world,NN,O,B-noun.group
21701,!,.,O,O
21702,#,#,O,O
21703,gavinrossdale,JJ,O,O
21704,#,#,O,O
21705,bush,JJ,O,O
21706,#,#,O,O
21707,live,JJ,O,O
21708,#,#,O,O
21709,birhday,JJ,O,O
21710,…,JJ,O,O
21711,https,NN,O,B-noun.communication
21712,:,:,O,O
21713,//www,NN,O,B-noun.communication
21714,.,.,O,O
21715,instagram.com/p/Ba4vMmrltaI/,NN,O,B-noun.cognition
21716,New,NNP,O,B-noun.act
21717,@,NNP,O,I-noun.act
21718,iitsad,NN,O,I-noun.act
21719,on,IN,O,O
21720,the,DT,O,O
21721,way,NN,O,B-noun.attribute
21722,!,.,O,O
21723,#,#,O,O
21724,Blue89C2,NNP,O,B-noun.person
21725,@,NNP,O,I-noun.person
21726,Compton,NNP,O,I-noun.person
21727,",",",",O,O
21728,California,NNP,O,B-noun.person
21729,https,NN,O,I-noun.person
21730,:,:,O,O
21731,//www,NN,O,B-noun.communication
21732,.,.,O,O
21733,instagram.com/p/Ba4vYLTnqvj/,NN,O,B-noun.cognition
21734,Yessssss,NN,O,B-noun.person
21735,!,.,O,O
21736,!,.,O,O
21737,Embrace,IN,O,O
21738,the,DT,O,O
21739,NOW,NNP,O,B-noun.location
21740,!,.,O,O
21741,@,NN,O,B-noun.act
21742,Nail,NNP,O,I-noun.act
21743,Garden,NNP,O,I-noun.act
21744,https,NN,O,I-noun.act
21745,:,:,O,O
21746,//www,NN,O,B-noun.communication
21747,.,.,O,O
21748,instagram.com/p/Ba4vcmWFPx5/,NN,O,B-noun.cognition
21749,Part,NN,O,B-noun.relation
21750,of,IN,O,O
21751,a,DT,O,O
21752,new,JJ,O,O
21753,print,NN,O,B-noun.cognition
21754,I,PRP,O,O
21755,’,VBP,O,B-verb.emotion
21756,m,JJ,O,O
21757,working,VBG,O,B-verb.social
21758,on,IN,O,O
21759,for,IN,O,O
21760,Crazy,NNP,O,B-noun.location
21761,for,IN,O,O
21762,Cult,NNP,O,B-noun.location
21763,!,.,O,O
21764,My,PRP$,O,O
21765,first,JJ,O,O
21766,C4C,NNP,O,B-noun.communication
21767,in,IN,O,O
21768,a,DT,O,O
21769,while,NN,O,B-noun.time
21770,.,.,O,O
21771,#,#,O,O
21772,gallery1988,JJ,O,O
21773,…,JJ,O,O
21774,https,NN,O,B-noun.communication
21775,:,:,O,O
21776,//www,NN,O,B-noun.communication
21777,.,.,O,O
21778,instagram.com/p/Ba4va6dBzq2/,NN,O,B-noun.cognition
21779,#,#,O,O
21780,Bert,NNP,O,B-noun.person
21781,#,#,O,O
21782,puppy,JJ,O,O
21783,#,#,O,O
21784,WeHoDogs,NNP,O,B-noun.communication
21785,@,NNP,O,I-noun.communication
21786,Kings,NNP,O,I-noun.communication
21787,Road,NNP,O,I-noun.communication
21788,Park,NNP,O,I-noun.communication
21789,https,NN,O,I-noun.communication
21790,:,:,O,O
21791,//www,NN,O,B-noun.communication
21792,.,.,O,O
21793,instagram.com/p/Ba4vY9VFy4L/,NN,O,B-noun.cognition
21794,Coat,NNP,O,B-noun.communication
21795,Drive,NNP,O,I-noun.communication
21796,~,NNP,O,I-noun.communication
21797,Committee,NNP,O,I-noun.communication
21798,For,IN,O,O
21799,the,DT,O,O
21800,Poor,NNP,O,B-noun.person
21801,https,NN,O,I-noun.person
21802,:,:,O,O
21803,//www,NN,O,B-noun.communication
21804,.,.,O,O
21805,saintmartinoftours.com/news-and-event,JJ,O,O
21806,s/2017/11/12/coat-drive-committee-for-the-poor,JJ,O,O
21807,…,NN,O,B-noun.cognition
21808,Throwback,NNP,O,B-noun.person
21809,Monday,NNP,O,I-noun.person
21810,to,TO,O,O
21811,the,DT,O,O
21812,wedding,NN,O,B-noun.act
21813,on,IN,O,O
21814,Saturday,NNP,O,B-noun.time
21815,.,.,O,O
21816,I,PRP,O,O
21817,definitely,RB,O,O
21818,got,VBD,O,B-verb.possession
21819,the,DT,O,O
21820,hottest,JJS,O,O
21821,chick,NN,O,B-noun.event
21822,there.…,NN,O,I-noun.event
21823,https,NN,O,I-noun.event
21824,:,:,O,O
21825,//www,NN,O,B-noun.communication
21826,.,.,O,O
21827,instagram.com/p/Ba4vWp9HLVr/,NN,O,B-noun.cognition
21828,日本マーケットその2,NN,O,B-noun.time
21829,(,(,O,O
21830,@,JJ,O,O
21831,Marukai,NNP,O,B-noun.person
21832,Market,NNP,O,I-noun.person
21833,in,IN,O,O
21834,Gardena,NNP,O,B-noun.location
21835,",",",",O,O
21836,CA,NNP,O,B-noun.person
21837,),),O,O
21838,https,NN,O,B-noun.communication
21839,:,:,O,O
21840,//www,NN,O,B-noun.communication
21841,.,.,O,O
21842,swarmapp.com/c/fgzn5U8X1Lm,NN,O,B-noun.cognition
21843,Always,NNS,O,B-noun.act
21844,beer,NN,O,I-noun.act
21845,",",",",O,O
21846,never,RB,O,O
21847,tea,NN,O,B-noun.food
21848,.,.,O,O
21849,#,#,O,O
21850,Thor,NNP,O,B-noun.person
21851,#,#,O,O
21852,cosplay,NN,O,B-noun.time
21853,#,#,O,O
21854,Marvel,NNP,O,B-noun.person
21855,#,#,O,O
21856,ThorRagnarok,NNP,O,B-noun.person
21857,#,#,O,O
21858,Thorcosplay,NNP,O,B-noun.person
21859,#,#,O,O
21860,cosplayer,NN,O,B-noun.artifact
21861,…,JJ,O,O
21862,https,NN,O,B-noun.communication
21863,:,:,O,O
21864,//www,NN,O,B-noun.communication
21865,.,.,O,O
21866,instagram.com/p/Ba4vUcZB2e2/,NN,O,B-noun.cognition
21867,WTF,NNP,O,B-noun.person
21868,LMAO,NNP,O,I-noun.person
21869,We,PRP,O,O
21870,’,VBP,O,B-verb.communication
21871,re,JJ,O,O
21872,almost,RB,O,O
21873,to,TO,O,O
21874,the,DT,O,O
21875,opening,NN,O,B-noun.state
21876,of,IN,O,O
21877,the,DT,O,O
21878,#,#,O,O
21879,Tattoo,NNP,O,B-noun.person
21880,exhibit,NN,O,I-noun.person
21881,I,PRP,O,O
21882,’,VBP,O,B-verb.emotion
21883,ve,RB,O,O
21884,been,VBN,O,O
21885,working,VBG,O,B-verb.social
21886,on,IN,O,O
21887,with,IN,O,O
21888,@,NNP,O,B-noun.person
21889,nhmla,NNP,O,I-noun.person
21890,&,CC,O,O
21891,dozens,NNS,O,B-noun.person
21892,of…,JJ,O,O
21893,https,NN,O,B-noun.communication
21894,:,:,O,O
21895,//www,NN,O,B-noun.communication
21896,.,.,O,O
21897,instagram.com/p/Ba4vEJCjavI/,NN,O,B-noun.cognition
21898,Only,RB,O,O
21899,one,CD,O,O
21900,more,JJR,O,O
21901,show,NN,O,B-noun.act
21902,with,IN,O,O
21903,the,DT,O,O
21904,twiddlemusic,JJ,O,O
21905,boys,NNS,O,B-noun.person
21906,and,CC,O,O
21907,it,PRP,O,O
21908,'s,VBZ,O,B-verb.stative
21909,been,VBN,O,B-verb.stative
21910,an,DT,O,O
21911,absolute,JJ,O,O
21912,blast,NN,O,B-noun.time
21913,.,.,O,O
21914,Amazing,NNP,O,B-noun.act
21915,band,NN,O,I-noun.act
21916,",",",",O,O
21917,…,JJ,O,O
21918,https,NN,O,B-noun.communication
21919,:,:,O,O
21920,//www,NN,O,B-noun.communication
21921,.,.,O,O
21922,instagram.com/p/Ba4vO5CjZOK/,NN,O,B-noun.cognition
21923,@,JJ,O,O
21924,missmayim,NN,O,B-noun.person
21925,Mayim,NNP,O,I-noun.person
21926,Bialik,NNP,O,I-noun.person
21927,with,IN,O,O
21928,my,PRP$,O,O
21929,painting,NN,O,B-noun.cognition
21930,of,IN,O,O
21931,her,PRP$,O,O
21932,!,.,O,O
21933,She,PRP,O,O
21934,liked,VBD,O,B-verb.emotion
21935,the,DT,O,O
21936,painting,NN,O,B-noun.time
21937,so,RB,O,O
21938,much,JJ,O,O
21939,she,PRP,O,O
21940,ended,VBD,O,B-verb.stative
21941,up…,JJ,O,O
21942,https,NN,O,B-noun.communication
21943,:,:,O,O
21944,//www,NN,O,B-noun.communication
21945,.,.,O,O
21946,instagram.com/p/Ba4vOjRgU6j/,NN,O,B-noun.cognition
21947,Watch,VB,O,B-verb.perception
21948,The,DT,O,O
21949,Rock,NNP,O,B-noun.person
21950,lip-syncing,NN,O,I-noun.person
21951,to,TO,O,O
21952,Welcome,VB,O,B-verb.motion
21953,To,TO,O,O
21954,The,DT,O,O
21955,Jungle,NNP,O,B-noun.location
21956,-,:,O,O
21957,http,NN,O,B-noun.communication
21958,:,:,O,O
21959,//,JJ,O,O
21960,TeamRock.com,NNP,O,B-noun.communication
21961,http,NN,O,I-noun.communication
21962,:,:,O,O
21963,//,JJ,O,O
21964,j.mp/2yYJbiq,NN,O,B-noun.person
21965,pic.twitter.com/MnpjKA0I7o,NN,O,I-noun.person
21966,I,PRP,O,O
21967,'m,VBP,O,B-verb.stative
21968,at,IN,O,O
21969,CONAN,NNP,O,B-noun.location
21970,-,:,O,O
21971,@,NN,O,B-noun.act
21972,teamcoco,NN,O,I-noun.act
21973,in,IN,O,O
21974,Burbank,NNP,O,B-noun.location
21975,",",",",O,O
21976,CA,NNP,O,B-noun.person
21977,w/,VBZ,O,B-verb.perception
21978,@,NNP,O,B-noun.communication
21979,michaeldecr,NN,O,I-noun.communication
21980,https,NN,O,I-noun.communication
21981,:,:,O,O
21982,//www,NN,O,B-noun.communication
21983,.,.,O,O
21984,swarmapp.com/c/0Y8qszK13Ok,NN,O,B-noun.cognition
21985,#,#,O,O
21986,Repost,NNP,O,B-noun.person
21987,committedsketch,NN,O,I-noun.person
21988,(,(,O,O
21989,get_repost,NN,O,B-verb.stative
21990,),),O,O
21991,・・・,NN,O,I-noun.event
21992,Tonight,NNP,O,B-noun.time
21993,we,PRP,O,O
21994,do,VBP,O,B-verb.social
21995,this,DT,O,O
21996,!,.,O,O
21997,Great,NN,O,B-noun.event
21998,line,NN,O,I-noun.event
21999,up,RB,O,O
22000,hosted,VBD,O,B-verb.communication
22001,by…,JJ,O,O
22002,https,NN,O,B-noun.communication
22003,:,:,O,O
22004,//www,NN,O,B-noun.communication
22005,.,.,O,O
22006,instagram.com/p/Ba4vAXagoql/,NN,O,B-noun.cognition
22007,She,PRP,O,O
22008,got,VBD,O,B-verb.possession
22009,bit,RB,O,O
22010,big,JJ,O,O
22011,time,NN,O,B-noun.event
22012,.,.,O,O
22013,But,CC,O,O
22014,...,:,O,O
22015,her,PRP$,O,O
22016,smokey,JJ,O,O
22017,cat,NN,O,B-noun.person
22018,eyeshadow,NN,O,I-noun.person
22019,is,VBZ,O,B-verb.stative
22020,still,RB,O,O
22021,on,IN,O,O
22022,fleek,JJ,O,O
22023,tho,NN,O,B-noun.communication
22024,!,.,O,O
22025,#,#,O,O
22026,halloweenmakeup,NN,O,B-noun.person
22027,…,JJ,O,O
22028,https,NN,O,B-noun.communication
22029,:,:,O,O
22030,//www,NN,O,B-noun.communication
22031,.,.,O,O
22032,instagram.com/p/Ba2eoSgAPtP/,NN,O,B-noun.cognition
22033,When,WRB,O,O
22034,you,PRP,O,O
22035,are,VBP,O,B-verb.stative
22036,in,IN,O,O
22037,@,NNP,O,B-noun.artifact
22038,tom_bergeron,NN,O,I-noun.artifact
22039,post,NN,O,I-noun.artifact
22040,!,.,O,O
22041,!,.,O,O
22042,So,RB,O,O
22043,wonderful,JJ,O,O
22044,to,TO,O,O
22045,have,VB,O,B-verb.possession
22046,this,DT,O,O
22047,opportunity,NN,O,B-noun.time
22048,to,TO,O,O
22049,choreograph,VB,O,B-verb.communication
22050,for…,JJ,O,O
22051,https,NN,O,B-noun.communication
22052,:,:,O,O
22053,//www,NN,O,B-noun.communication
22054,.,.,O,O
22055,instagram.com/p/Ba4vH1xHb8S/,NN,O,B-noun.cognition
22056,One,CD,O,O
22057,of,IN,O,O
22058,the,DT,O,O
22059,creative,JJ,O,O
22060,centers,NNS,O,B-noun.person
22061,of,IN,O,O
22062,our,PRP$,O,O
22063,modern,JJ,O,O
22064,society,NN,O,B-noun.time
22065,.,.,O,O
22066,Honored,VBN,O,B-verb.social
22067,to,TO,O,O
22068,be,VB,O,B-verb.stative
22069,here,RB,O,O
22070,as,IN,O,O
22071,it,PRP,O,O
22072,feels,VBZ,O,B-verb.cognition
22073,so,RB,O,O
22074,rich,JJ,O,O
22075,and…,NN,O,B-noun.cognition
22076,https,NN,O,I-noun.cognition
22077,:,:,O,O
22078,//www,NN,O,B-noun.communication
22079,.,.,O,O
22080,instagram.com/p/Ba4vGqMHEVw/,NN,O,B-noun.cognition
22081,I,PRP,O,O
22082,'m,VBP,O,B-verb.stative
22083,at,IN,O,O
22084,Warner,NNP,O,B-noun.location
22085,Bros.,NNP,O,I-noun.location
22086,Studios,NNP,O,I-noun.location
22087,-,:,O,O
22088,@,JJ,O,O
22089,warnerbrosent,NN,O,B-noun.communication
22090,in,IN,O,O
22091,Burbank,NNP,O,B-noun.location
22092,",",",",O,O
22093,CA,NNP,O,B-noun.person
22094,https,NN,O,I-noun.person
22095,:,:,O,O
22096,//www,NN,O,B-noun.communication
22097,.,.,O,O
22098,swarmapp.com/c/6CQ1i1zDOJb,NN,O,B-noun.cognition
22099,E.R,NNP,O,B-noun.location
22100,.,.,O,O
22101,Ruiz,NNP,O,B-noun.person
22102,#,#,O,O
22103,halloween,JJ,O,O
22104,#,#,O,O
22105,scary,JJ,O,O
22106,#,#,O,O
22107,happyhalloween,JJ,O,O
22108,#,#,O,O
22109,horror,NN,O,B-noun.communication
22110,#,#,O,O
22111,horrornights,NNS,O,B-noun.act
22112,#,#,O,O
22113,frightfest,JJS,O,O
22114,#,#,O,O
22115,frightnight,JJ,O,O
22116,…,NN,O,B-noun.cognition
22117,https,NN,O,I-noun.cognition
22118,:,:,O,O
22119,//www,NN,O,B-noun.communication
22120,.,.,O,O
22121,instagram.com/p/Ba4vFJ2jpiQ/,NN,O,B-noun.cognition
22122,Day,NNP,O,B-noun.time
22123,2,CD,O,O
22124,#,#,O,O
22125,CampFlogGnaw,NNP,O,B-noun.person
22126,#,#,O,O
22127,asaprocky,JJ,O,O
22128,@,NN,O,B-noun.act
22129,Camp,NNP,O,I-noun.act
22130,Flog,NNP,O,I-noun.act
22131,Gnaw,NNP,O,I-noun.act
22132,https,NN,O,I-noun.act
22133,:,:,O,O
22134,//www,NN,O,B-noun.communication
22135,.,.,O,O
22136,instagram.com/p/Ba4u5A9Av9G/,NN,O,B-noun.cognition
22137,Twelve,CD,O,O
22138,years,NNS,O,B-noun.time
22139,ago,RB,O,O
22140,when,WRB,O,O
22141,HeadBlade,NNP,O,B-noun.person
22142,founder,NN,O,I-noun.person
22143,Todd,NNP,O,I-noun.person
22144,Greene,NNP,O,I-noun.person
22145,appeared,VBD,O,B-verb.communication
22146,in,IN,O,O
22147,the,DT,O,O
22148,Halloween,NNP,O,B-noun.person
22149,segment,NN,O,I-noun.person
22150,on,IN,O,O
22151,Jimmy…,NNP,O,B-noun.act
22152,https,NN,O,I-noun.act
22153,:,:,O,O
22154,//www,NN,O,B-noun.communication
22155,.,.,O,O
22156,instagram.com/p/Ba4u9TGDdfI/,NN,O,B-noun.cognition
22157,Tomorrow,NN,O,B-noun.time
22158,!,.,O,O
22159,HALLOWEEN,NNP,O,B-noun.artifact
22160,NIGHT,NNP,O,I-noun.artifact
22161,IN,NNP,O,I-noun.artifact
22162,DOWNEY,NNP,O,I-noun.artifact
22163,",",",",O,O
22164,Ca,NNP,O,B-noun.person
22165,I,PRP,O,O
22166,will,MD,O,B-verb.communication
22167,face,VB,O,B-verb.social
22168,@,NNP,O,B-noun.act
22169,douglasjamespro,NN,O,I-noun.act
22170,in,IN,O,O
22171,a,DT,O,O
22172,DEATH,NNP,O,B-noun.communication
22173,MATCH,NNP,O,I-noun.communication
22174,that…,NN,O,I-noun.communication
22175,https,NN,O,I-noun.communication
22176,:,:,O,O
22177,//www,NN,O,B-noun.communication
22178,.,.,O,O
22179,instagram.com/p/Ba4vAzQDB_U/,NN,O,B-noun.cognition
22180,Tomorrow,NN,O,B-noun.time
22181,!,.,O,O
22182,HALLOWEEN,NNP,O,B-noun.artifact
22183,NIGHT,NNP,O,I-noun.artifact
22184,IN,NNP,O,I-noun.artifact
22185,DOWNEY,NNP,O,I-noun.artifact
22186,",",",",O,O
22187,Ca,NNP,O,B-noun.person
22188,I,PRP,O,O
22189,will,MD,O,B-verb.communication
22190,face,VB,O,B-verb.social
22191,@,NNP,O,B-noun.act
22192,douglasjamespro,NN,O,I-noun.act
22193,in,IN,O,O
22194,a,DT,O,O
22195,DEATH,NNP,O,B-noun.communication
22196,MATCH,NNP,O,I-noun.communication
22197,that…,NN,O,I-noun.communication
22198,https,NN,O,I-noun.communication
22199,:,:,O,O
22200,//www,NN,O,B-noun.communication
22201,.,.,O,O
22202,instagram.com/p/Ba4vAzQDB_U/,NN,O,B-noun.cognition
22203,How,WRB,O,O
22204,To,TO,O,O
22205,Build,VB,O,B-verb.social
22206,Strength,NNP,O,B-noun.person
22207,For,IN,O,O
22208,Push,NNP,O,B-noun.communication
22209,Ups,NNP,O,I-noun.communication
22210,On,IN,O,O
22211,The,DT,O,O
22212,Toes,NNP,O,B-noun.communication
22213,Soooooo,NNP,O,I-noun.communication
22214,",",",",O,O
22215,another,DT,O,O
