,0,1,2,predOp
2167,Park,NNP,O,I-noun.group
2168,!,.,O,O
2169,@,NN,O,B-noun.act
2170,NASA,NNP,O,I-noun.act
2171,Jet,NNP,O,I-noun.act
2172,Propulsion,NNP,O,I-noun.act
2173,Laboratory,NNP,O,I-noun.act
2174,https,NN,O,I-noun.act
2175,:,:,O,O
2176,//www,NN,O,B-noun.communication
2177,.,.,O,O
2178,instagram.com/p/Ba5BQnnFYzT/,NN,O,B-noun.cognition
2179,Happy,JJ,O,O
2180,birthday,NN,O,B-noun.time
2181,Valerie,NNP,O,B-noun.location
2182,@,NNP,O,I-noun.location
2183,Mastro,NNP,O,I-noun.location
2184,'s,POS,O,O
2185,Restaurants,NNP,O,I-noun.communication
2186,-,:,O,O
2187,Ocean,NN,O,B-noun.person
2188,Club,NNP,O,I-noun.person
2189,",",",",O,O
2190,Malibu,NNP,O,B-noun.person
2191,https,NN,O,I-noun.person
2192,:,:,O,O
2193,//www,NN,O,B-noun.communication
2194,.,.,O,O
2195,instagram.com/p/Ba5BO0en4eO/,NN,O,B-noun.cognition
2196,pt,JJ,O,O
2197,2,CD,O,O
2198,of,IN,O,O
2199,2,CD,O,O
2200,•,JJ,O,O
2201,kimchipapi,NN,O,B-noun.person
2202,khronicles,NNS,O,I-noun.person
2203,killa,VBP,O,B-verb.change
2204,kali,JJ,O,O
2205,kravings,NNS,O,B-noun.act
2206,khapter,NN,O,I-noun.act
2207,feat,NN,O,I-noun.act
2208,.,.,O,O
2209,heatherjungkim27,NN,O,B-noun.person
2210,+…,JJ,O,O
2211,https,NN,O,B-noun.communication
2212,:,:,O,O
2213,//www,NN,O,B-noun.communication
2214,.,.,O,O
2215,instagram.com/p/Ba5BK4YF8sQ/,NN,O,B-noun.cognition
2216,Rosie,NNP,O,B-noun.person
2217,and,CC,O,O
2218,her,PRP$,O,O
2219,gals,NNS,O,B-noun.artifact
2220,all,DT,O,O
2221,Halloween,NNP,O,B-noun.person
2222,Ready,NNP,O,I-noun.person
2223,!,.,O,O
2224,#,#,O,O
2225,makeupbymilo,JJ,O,O
2226,’,NNP,O,B-noun.communication
2227,s,NN,O,I-noun.communication
2228,#,#,O,O
2229,greatgatsby,NN,O,B-noun.communication
2230,‘,NNP,O,I-noun.communication
2231,s,NN,O,I-noun.communication
2232,#,#,O,O
2233,makeuplook,NN,O,B-noun.communication
2234,on…,JJ,O,O
2235,https,NN,O,B-noun.communication
2236,:,:,O,O
2237,//www,NN,O,B-noun.communication
2238,.,.,O,O
2239,instagram.com/p/Ba5BLqHjXa_/,NN,O,B-noun.cognition
2240,Here,RB,O,O
2241,is,VBZ,O,B-verb.stative
2242,a,DT,O,O
2243,Wedding,JJ,O,O
2244,Venue,NN,O,B-noun.communication
2245,in,IN,O,O
2246,Southern,NNP,O,B-noun.location
2247,California,NNP,O,I-noun.location
2248,to,TO,O,O
2249,consider,VB,O,B-verb.motion
2250,if,IN,O,O
2251,...,:,O,O
2252,http,NN,O,B-noun.communication
2253,:,:,O,O
2254,//,JJ,O,O
2255,dlvr.it/PyPtN8,NN,O,B-noun.person
2256,pic.twitter.com/qP1HD34CN3,NN,O,I-noun.person
2257,When,WRB,O,O
2258,Satan,NNP,O,B-noun.person
2259,has,VBZ,O,B-verb.possession
2260,new,JJ,O,O
2261,followers,NNS,O,B-noun.person
2262,#,#,O,O
2263,recruitment,JJ,O,O
2264,#,#,O,O
2265,lildevil,JJ,O,O
2266,#,#,O,O
2267,shenanigans,NNS,O,B-noun.person
2268,#,#,O,O
2269,goodtimes,NNS,O,B-noun.group
2270,…,JJ,O,O
2271,https,NN,O,B-noun.communication
2272,:,:,O,O
2273,//www,NN,O,B-noun.communication
2274,.,.,O,O
2275,instagram.com/p/Ba5AQpelm9E/,NN,O,B-noun.cognition
2276,Monday,NNP,O,B-noun.time
2277,Night,NNP,O,I-noun.time
2278,Football,NNP,O,I-noun.time
2279,and,CC,O,O
2280,the,DT,O,O
2281,LA,NNP,O,B-noun.group
2282,Kings,NNP,O,I-noun.group
2283,!,.,O,O
2284,Happy,JJ,O,O
2285,hour,NN,O,B-noun.time
2286,till,NN,O,I-noun.time
2287,8,CD,O,O
2288,pm,NN,O,B-noun.time
2289,!,.,O,O
2290,Daily,NNP,O,B-noun.artifact
2291,lunch,NN,O,I-noun.artifact
2292,specials,NNS,O,I-noun.artifact
2293,",",",",O,O
2294,full,JJ,O,O
2295,bar,NN,O,B-noun.artifact
2296,",",",",O,O
2297,…,JJ,O,O
2298,https,NN,O,B-noun.communication
2299,:,:,O,O
2300,//www,NN,O,B-noun.communication
2301,.,.,O,O
2302,instagram.com/p/Ba5BJvDFUOW/,NN,O,B-noun.cognition
2303,LIKE,NNP,O,B-noun.communication
2304,US,NNP,O,I-noun.communication
2305,#,#,O,O
2306,SAVAGE,NNP,O,B-noun.person
2307,Get,NNP,O,I-noun.person
2308,Back,NNP,O,I-noun.person
2309,Here,RB,O,O
2310,http,VBZ,O,B-verb.communication
2311,:,:,O,O
2312,//,JJ,O,O
2313,dlvr.it/PyPt2D,NN,O,B-noun.communication
2314,#,#,O,O
2315,savage,NN,O,B-noun.communication
2316,#,#,O,O
2317,savageaf,JJ,O,O
2318,#,#,O,O
2319,savagememes,RB,O,O
2320,#,#,O,O
2321,memes,NNS,O,B-noun.person
2322,http,VBP,O,B-verb.communication
2323,:,:,O,O
2324,//www,NN,O,B-noun.communication
2325,.,.,O,O
2326,instagram.com/Savage_Memes_B,JJ,O,O
2327,ITCH,NNP,O,B-noun.communication
2328,…,NNP,O,I-noun.communication
2329,pic.twitter.com/wjMDoKCrBA,NN,O,I-noun.communication
2330,Wow,UH,O,O
2331,!,.,O,O
2332,Something,VBG,O,B-verb.social
2333,is,VBZ,O,B-verb.stative
2334,happening,VBG,O,B-verb.motion
2335,right,RB,O,O
2336,now,RB,O,O
2337,!,.,O,O
2338,I,PRP,O,O
2339,hope,VBP,O,B-verb.emotion
2340,I,PRP,O,O
2341,can,MD,O,B-verb.change
2342,learn,VB,O,B-verb.motion
2343,and,CC,O,O
2344,remember,VB,O,B-verb.cognition
2345,from,IN,O,O
2346,this,DT,O,O
2347,teaching,NN,O,B-noun.act
2348,that,WDT,O,O
2349,I…,NNP,O,B-noun.person
2350,https,NN,O,I-noun.person
2351,:,:,O,O
2352,//www,NN,O,B-noun.communication
2353,.,.,O,O
2354,instagram.com/p/Ba5BGlWF-J3/,NN,O,B-noun.cognition
2355,So,RB,O,O
2356,last,JJ,O,O
2357,night,NN,O,B-noun.time
2358,a,DT,O,O
2359,Bat,NNP,O,B-noun.person
2360,and,CC,O,O
2361,a,DT,O,O
2362,Cat,NNP,O,B-noun.person
2363,walked,VBD,O,B-verb.communication
2364,into,IN,O,O
2365,a,DT,O,O
2366,bar,NN,O,B-noun.artifact
2367,...,:,O,O
2368,The,DT,O,O
2369,End,NN,O,B-noun.event
2370,@,NN,O,I-noun.event
2371,West,NNP,O,I-noun.event
2372,Hollywood,NNP,O,I-noun.event
2373,",",",",O,O
2374,California,NNP,O,B-noun.person
2375,https,NN,O,I-noun.person
2376,:,:,O,O
2377,//www,NN,O,B-noun.communication
2378,.,.,O,O
2379,instagram.com/p/Ba5BGNqFtTz/,NN,O,B-noun.cognition
2380,EXCLUSIVE,NNP,O,B-noun.artifact
2381,INTERVIEW,NNP,O,I-noun.artifact
2382,**COMING,NNP,O,I-noun.artifact
2383,SOON**,NNP,O,I-noun.artifact
2384,//,NNP,O,I-noun.artifact
2385,We,PRP,O,O
2386,Sat,VBD,O,B-verb.change
2387,Down,RP,O,O
2388,with,IN,O,O
2389,#,#,O,O
2390,RxollinStone,NNP,O,B-noun.person
2391,and,CC,O,O
2392,talked,VBD,O,B-verb.social
2393,about,IN,O,O
2394,his,PRP$,O,O
2395,Up…,NNP,O,B-noun.location
2396,https,NN,O,I-noun.location
2397,:,:,O,O
2398,//www,NN,O,B-noun.communication
2399,.,.,O,O
2400,instagram.com/p/Ba4_wDtFpeJ/,NN,O,B-noun.cognition
2401,I,PRP,O,O
2402,'m,VBP,O,O
2403,having,VBG,O,B-verb.possession
2404,a,DT,O,O
2405,Coming,VBG,O,B-verb.motion
2406,To,TO,O,O
2407,America,NNP,O,B-noun.location
2408,'','',O,O
2409,moment,NN,O,B-noun.time
2410,",",",",O,O
2411,but,CC,O,O
2412,instead,RB,O,O
2413,of,IN,O,O
2414,Queens,NNP,O,B-noun.time
2415,",",",",O,O
2416,NY,NNP,O,B-noun.location
2417,I,PRP,O,O
2418,'m,VBP,O,B-verb.stative
2419,in,IN,O,O
2420,Hollywood,NNP,O,B-noun.location
2421,!,.,O,O
2422,It,PRP,O,O
2423,'s,VBZ,O,B-verb.stative
2424,what's…,JJ,O,O
2425,https,NN,O,B-noun.communication
2426,:,:,O,O
2427,//www,NN,O,B-noun.communication
2428,.,.,O,O
2429,instagram.com/p/Ba5BFv6AMBv/,NN,O,B-noun.cognition
2430,'','',O,O
2431,Pumpkin,NNP,O,B-noun.act
2432,Patch,NNP,O,I-noun.act
2433,Adventures,NNP,O,I-noun.act
2434,@,NNP,O,I-noun.act
2435,Tapia,NNP,O,I-noun.act
2436,Bros.,NNP,O,I-noun.act
2437,Farm,NNP,O,I-noun.act
2438,https,NN,O,I-noun.act
2439,:,:,O,O
2440,//www,NN,O,B-noun.communication
2441,.,.,O,O
2442,instagram.com/p/Ba5BBlvgyIN/,NN,O,B-noun.cognition
2443,Recuerdos,NNP,O,B-noun.person
2444,de,FW,O,O
2445,#,#,O,O
2446,venicebeach,NN,O,B-noun.person
2447,en,IN,O,O
2448,Los,NNP,O,B-noun.person
2449,Ángeles,NNP,O,I-noun.person
2450,",",",",O,O
2451,C.A,NNP,O,B-noun.artifact
2452,con,NN,O,I-noun.artifact
2453,@,NNP,O,I-noun.artifact
2454,honeybirdie,NN,O,I-noun.artifact
2455,y,RB,O,O
2456,#,#,O,O
2457,padrecoraje,NN,O,B-noun.person
2458,!,.,O,O
2459,!,.,O,O
2460,:,:,O,O
2461,-D,JJ,O,O
2462,#,#,O,O
2463,charango,NN,O,B-noun.person
2464,…,JJ,O,O
2465,https,NN,O,B-noun.communication
2466,:,:,O,O
2467,//www,NN,O,B-noun.communication
2468,.,.,O,O
2469,instagram.com/p/Ba5AtfnDuRs/,NN,O,B-noun.cognition
2470,My,PRP$,O,O
2471,babies,NNS,O,B-noun.person
2472,Jason,NNP,O,I-noun.person
2473,’,NNP,O,I-noun.person
2474,s,VBD,O,B-verb.communication
2475,playing,VBG,O,B-verb.social
2476,with,IN,O,O
2477,Carma,NNP,O,B-noun.person
2478,’,NNP,O,I-noun.person
2479,s,VBD,O,B-verb.communication
2480,hair,NN,O,B-noun.person
2481,@,NNP,O,I-noun.person
2482,Carson,NNP,O,I-noun.person
2483,",",",",O,O
2484,California,NNP,O,B-noun.person
2485,https,NN,O,I-noun.person
2486,:,:,O,O
2487,//www,NN,O,B-noun.communication
2488,.,.,O,O
2489,instagram.com/p/Ba5BAyuDJ_Wz,JJ,O,O
2490,eE11e9-3Bjs9eX_UmOgntcH_Tc0/,JJ,O,O
2491,…,NN,O,B-noun.cognition
2492,Every,DT,O,O
2493,strange,JJ,O,O
2494,moment,NN,O,B-noun.time
2495,in,IN,O,O
2496,my,PRP$,O,O
2497,life,NN,O,B-noun.state
2498,",",",",O,O
2499,every,DT,O,O
2500,time,NN,O,B-noun.event
2501,I,PRP,O,O
2502,was,VBD,O,B-verb.stative
2503,called,VBN,O,B-verb.communication
2504,an,DT,O,O
2505,amazon,NN,O,B-noun.artifact
2506,",",",",O,O
2507,seems,VBZ,O,B-verb.perception
2508,to,TO,O,O
2509,eerily,VB,O,B-verb.communication
2510,come…,JJ,O,O
2511,https,NN,O,B-noun.communication
2512,:,:,O,O
2513,//www,NN,O,B-noun.communication
2514,.,.,O,O
2515,instagram.com/p/Ba5A8X1leEw/,NN,O,B-noun.cognition
2516,These,DT,O,O
2517,are,VBP,O,B-verb.stative
2518,so,RB,O,O
2519,accurate,JJ,O,O
2520,@,NNP,O,B-noun.event
2521,zombieevy,NN,O,I-noun.event
2522,pebbles__00,NN,O,I-noun.event
2523,@,NNP,O,I-noun.event
2524,Wandering,NNP,O,I-noun.event
2525,Oaken,NNP,O,I-noun.event
2526,'s,POS,O,O
2527,Trading,NN,O,B-noun.act
2528,Post,NNP,O,I-noun.act
2529,https,NN,O,I-noun.act
2530,:,:,O,O
2531,//www,NN,O,B-noun.communication
2532,.,.,O,O
2533,instagram.com/p/Ba5A8_ohzFe/,NN,O,B-noun.cognition
2534,Highland,NNP,O,B-noun.person
2535,Park,NNP,O,I-noun.person
2536,:,:,O,O
2537,Dinner,NN,O,B-noun.food
2538,plans,NNS,O,I-noun.food
2539,?,.,O,O
2540,Come,NNP,O,B-noun.person
2541,join,VBP,O,B-verb.social
2542,us,PRP,O,O
2543,this,DT,O,O
2544,evening,VBG,O,B-verb.creation
2545,@,NN,O,B-noun.artifact
2546,FrescoCommunity,NNP,O,I-noun.artifact
2547,5914,CD,O,O
2548,Monterey,NNP,O,B-noun.time
2549,Rd,NNP,O,I-noun.time
2550,.,.,O,O
2551,Los…,NNP,O,B-noun.person
2552,https,NN,O,I-noun.person
2553,:,:,O,O
2554,//www,NN,O,B-noun.communication
2555,.,.,O,O
2556,instagram.com/p/Ba5A5yDg_Pq/,NN,O,B-noun.cognition
2557,_______________________________________________________,JJ,O,O
2558,Please,NNP,O,B-noun.person
2559,make,VB,O,B-verb.social
2560,sure,JJ,O,O
2561,to,TO,O,O
2562,visit…,VB,O,B-verb.perception
2563,https,NN,O,B-noun.communication
2564,:,:,O,O
2565,//www,NN,O,B-noun.communication
2566,.,.,O,O
2567,instagram.com/p/Ba5A3_VA238/,NN,O,B-noun.cognition
2568,Bears,NNS,O,B-noun.time
2569,.,.,O,O
2570,Beets,NNS,O,B-noun.person
2571,.,.,O,O
2572,BattleStar,NNP,O,B-noun.person
2573,Galactica,NNP,O,I-noun.person
2574,.,.,O,O
2575,@,NN,O,B-noun.act
2576,Dunder,NNP,O,I-noun.act
2577,Mifflin,NNP,O,I-noun.act
2578,Paper,NNP,O,I-noun.act
2579,Company,NNP,O,I-noun.act
2580,https,NN,O,I-noun.act
2581,:,:,O,O
2582,//www,NN,O,B-noun.communication
2583,.,.,O,O
2584,instagram.com/p/Ba5A3WmHQMN/,NN,O,B-noun.cognition
2585,Hello,NNP,O,B-noun.location
2586,West,NNP,O,I-noun.location
2587,Coast,NNP,O,I-noun.location
2588,.,.,O,O
2589,#,#,O,O
2590,HollywoodSign,NNP,O,B-noun.person
2591,#,#,O,O
2592,Hollywood,NNP,O,B-noun.person
2593,#,#,O,O
2594,WestCoast,NNP,O,B-noun.time
2595,#,#,O,O
2596,Cali,NNP,O,B-noun.person
2597,#,#,O,O
2598,LosAngeles,NNP,O,B-noun.act
2599,@,NNP,O,I-noun.act
2600,Hollywood,NNP,O,I-noun.act
2601,Sign,NNP,O,I-noun.act
2602,https,NN,O,I-noun.act
2603,:,:,O,O
2604,//www,NN,O,B-noun.communication
2605,.,.,O,O
2606,instagram.com/p/Ba5A2EHjqWv/,NN,O,B-noun.cognition
2607,#,#,O,O
2608,DTLA,NNP,O,B-noun.person
2609,#,#,O,O
2610,PrecinctDTLA,NNP,O,B-noun.person
2611,https,NN,O,I-noun.person
2612,:,:,O,O
2613,//www,NN,O,B-noun.communication
2614,.,.,O,O
2615,facebook.com/precinctdtla/p,VB,O,B-verb.cognition
2616,hotos/a.819103854786986.1073741827.819103764786995/1657931940904169/,NN,O,B-noun.person
2617,?,.,O,O
2618,type=3,JJ,O,O
2619,…,NN,O,B-noun.person
2620,pic.twitter.com/AM0NQVO8ka,NN,O,I-noun.person
2621,#,#,O,O
2622,it,PRP,O,O
2623,#,#,O,O
2624,itmovie,JJ,O,O
2625,#,#,O,O
2626,itmovie2017,JJ,O,O
2627,#,#,O,O
2628,rockanne,JJ,O,O
2629,#,#,O,O
2630,cosplay,NN,O,B-noun.time
2631,#,#,O,O
2632,cosplaygirl,JJ,O,O
2633,#,#,O,O
2634,lacomiccon2017,JJ,O,O
2635,#,#,O,O
2636,lacomiccon,JJ,O,O
2637,…,JJ,O,O
2638,https,NN,O,B-noun.communication
2639,:,:,O,O
2640,//www,NN,O,B-noun.communication
2641,.,.,O,O
2642,instagram.com/p/Ba5A0iKlYVv/,NN,O,B-noun.cognition
2643,Happy,JJ,O,O
2644,Birthday,NNP,O,B-noun.time
2645,Bestie,NNP,O,I-noun.time
2646,Lyndsical,NNP,O,I-noun.time
2647,!,.,O,O
2648,!,.,O,O
2649,!,.,O,O
2650,From,IN,O,O
2651,the,DT,O,O
2652,moment,NN,O,B-noun.time
2653,we,PRP,O,O
2654,locked,VBD,O,B-verb.possession
2655,eyes,NNS,O,B-noun.artifact
2656,on,IN,O,O
2657,a,DT,O,O
2658,teeter,NN,O,B-noun.artifact
2659,totter,NN,O,I-noun.artifact
2660,and,CC,O,O
2661,then…,JJ,O,O
2662,https,NN,O,B-noun.communication
2663,:,:,O,O
2664,//www,NN,O,B-noun.communication
2665,.,.,O,O
2666,instagram.com/p/Ba5A0JWBuDW/,NN,O,B-noun.cognition
2667,In,IN,O,O
2668,honor,NN,O,B-noun.location
2669,of,IN,O,O
2670,#,#,O,O
2671,BoneThugsnHarmony,NNP,O,B-noun.time
2672,Day,NNP,O,I-noun.time
2673,in,IN,O,O
2674,#,#,O,O
2675,Cleveland,NNP,O,B-noun.location
2676,here,RB,O,O
2677,are,VBP,O,B-verb.stative
2678,some,DT,O,O
2679,pics,NNS,O,B-noun.communication
2680,from,IN,O,O
2681,@,JJ,O,O
2682,thegame,NN,O,B-noun.act
2683,…,NNP,O,I-noun.act
2684,https,NN,O,I-noun.act
2685,:,:,O,O
2686,//www,NN,O,B-noun.communication
2687,.,.,O,O
2688,instagram.com/p/Ba5AxiCAHj-/,NN,O,B-noun.cognition
2689,Weeping,VBG,O,B-verb.motion
2690,@,PDT,O,O
2691,The,DT,O,O
2692,Huntington,NNP,O,B-noun.communication
2693,Library,NNP,O,I-noun.communication
2694,",",",",O,O
2695,Art,NNP,O,B-noun.artifact
2696,Collections,NNP,O,I-noun.artifact
2697,",",",",O,O
2698,and,CC,O,O
2699,Botanical,NNP,O,B-noun.communication
2700,Gardens,NNP,O,I-noun.communication
2701,https,NN,O,I-noun.communication
2702,:,:,O,O
2703,//www,NN,O,B-noun.communication
2704,.,.,O,O
2705,instagram.com/p/Ba5AwJCBk-v/,NN,O,B-noun.cognition
2706,Had,VBD,O,B-verb.possession
2707,some,DT,O,O
2708,fun,NN,O,B-noun.act
2709,with,IN,O,O
2710,my,PRP$,O,O
2711,brothers,NNS,O,B-noun.artifact
2712,today,NN,O,B-noun.time
2713,!,.,O,O
2714,!,.,O,O
2715,!,.,O,O
2716,#,#,O,O
2717,setlife,JJ,O,O
2718,#,#,O,O
2719,INSPIRINGTHENEXT,NNP,O,B-noun.person
2720,#,#,O,O
2721,squitostyle,JJ,O,O
2722,#,#,O,O
2723,quickdontlie,JJ,O,O
2724,…,JJ,O,O
2725,https,NN,O,B-noun.communication
2726,:,:,O,O
2727,//www,NN,O,B-noun.communication
2728,.,.,O,O
2729,instagram.com/p/Ba5AuCuFsrV/,NN,O,B-noun.cognition
2730,about,IN,O,O
2731,last,JJ,O,O
2732,night,NN,O,B-noun.time
2733,#,#,O,O
2734,SUR,NNP,O,B-noun.person
2735,#,#,O,O
2736,weho,JJ,O,O
2737,#,#,O,O
2738,westhollywood,NN,O,B-noun.act
2739,@,NNP,O,I-noun.act
2740,SUR,NNP,O,I-noun.act
2741,RESTAURANT,NNP,O,I-noun.act
2742,https,NN,O,I-noun.act
2743,:,:,O,O
2744,//www,NN,O,B-noun.communication
2745,.,.,O,O
2746,instagram.com/p/Ba5At0QHxkB/,NN,O,B-noun.cognition
2747,battleapp,NN,O,B-noun.artifact
2748,THEY,NNP,O,I-noun.artifact
2749,SAY,NNP,O,I-noun.artifact
2750,KARMA,NNP,O,I-noun.artifact
2751,IS,VBZ,O,B-verb.stative
2752,A,NNP,O,B-noun.communication
2753,BITCH,NNP,O,I-noun.communication
2754,&,CC,O,O
2755,COMES,NNP,O,B-noun.artifact
2756,AT,NNP,O,I-noun.artifact
2757,YOU,NNP,O,I-noun.artifact
2758,FULL,NNP,O,I-noun.artifact
2759,CIRCLE,NNP,O,I-noun.artifact
2760,!,.,O,O
2761,!,.,O,O
2762,!,.,O,O
2763,!,.,O,O
2764,Cancer,NNP,O,B-noun.person
2765,vs.,FW,O,O
2766,Taurus,NNP,O,B-noun.person
2767,#,#,O,O
2768,battleapp,NN,O,B-noun.person
2769,…,JJ,O,O
2770,https,NN,O,B-noun.communication
2771,:,:,O,O
2772,//www,NN,O,B-noun.communication
2773,.,.,O,O
2774,instagram.com/p/Ba4_74KBi4Z/,NN,O,B-noun.cognition
2775,Closed,VBN,O,B-verb.cognition
2776,in,IN,O,O
2777,#,#,O,O
2778,Venice,NNP,O,B-noun.artifact
2779,on,IN,O,O
2780,Walgrove,NNP,O,B-noun.location
2781,Ave,NNP,O,I-noun.location
2782,SB,NNP,O,I-noun.location
2783,between,IN,O,O
2784,Palms,NNP,O,B-noun.person
2785,Blvd,NNP,O,I-noun.person
2786,and,CC,O,O
2787,Venice,NNP,O,B-noun.person
2788,Blvd,NNP,O,I-noun.person
2789,#,#,O,O
2790,LAtraffic,NNP,O,B-noun.communication
2791,http,NN,O,I-noun.communication
2792,:,:,O,O
2793,//,NN,O,B-noun.act
2794,bit.ly/10F395r,NN,O,I-noun.act
2795,!,.,O,O
2796,!,.,O,O
2797,closed,VBD,O,B-verb.cognition
2798,!,.,O,O
2799,!,.,O,O
2800,all,DT,O,O
2801,lanes,NNS,O,B-noun.artifact
2802,shutdown,VBN,O,B-verb.motion
2803,in,IN,O,O
2804,both,DT,O,O
2805,directions,NNS,O,B-noun.communication
2806,for,IN,O,O
2807,a,DT,O,O
2808,gas,NN,O,B-noun.act
2809,leak,NN,O,I-noun.act
2810,in,IN,O,O
2811,#,#,O,O
2812,Venice,NNP,O,B-noun.artifact
2813,on,IN,O,O
2814,Walgrove,NNP,O,B-noun.location
2815,Ave,NNP,O,I-noun.location
2816,NB,NNP,O,I-noun.location
2817,between,IN,O,O
2818,Venice,NNP,O,B-noun.artifact
2819,Blvd,NNP,O,I-noun.artifact
2820,and,CC,O,O
2821,Palms,NNP,O,B-noun.person
2822,Blvd,NNP,O,I-noun.person
2823,#,#,O,O
2824,LAtraffic,NNP,O,B-noun.person
2825,10th,JJ,O,O
2826,Anniversary,NNP,O,B-noun.time
2827,for,IN,O,O
2828,@,NNP,O,B-noun.person
2829,britneyspears,VBZ,O,B-verb.possession
2830,5th,CD,O,O
2831,album,NN,O,B-noun.time
2832,#,#,O,O
2833,Blackout,IN,O,O
2834,!,.,O,O
2835,#,#,O,O
2836,iconic,JJ,O,O
2837,#,#,O,O
2838,GimmeMore,NNP,O,B-noun.person
2839,#,#,O,O
2840,PieceofMe,NNP,O,B-noun.communication
2841,…,NNP,O,I-noun.communication
2842,https,NN,O,I-noun.communication
2843,:,:,O,O
2844,//www,NN,O,B-noun.communication
2845,.,.,O,O
2846,instagram.com/p/Ba5AlJ5jLA4/,NN,O,B-noun.cognition
2847,#,#,O,O
2848,it,PRP,O,O
2849,#,#,O,O
2850,itcosplay,JJ,O,O
2851,#,#,O,O
2852,pennywise,NN,O,B-noun.act
2853,#,#,O,O
2854,pennywisecosplay,NN,O,B-noun.time
2855,#,#,O,O
2856,pennywisecosplayer,NN,O,B-noun.artifact
2857,#,#,O,O
2858,lacomiccon2017,JJ,O,O
2859,#,#,O,O
2860,lacomiccon,JJ,O,O
2861,…,JJ,O,O
2862,https,NN,O,B-noun.communication
2863,:,:,O,O
2864,//www,NN,O,B-noun.communication
2865,.,.,O,O
2866,instagram.com/p/Ba5Ai_hlblr/,NN,O,B-noun.cognition
2867,Night,NNP,O,B-noun.act
2868,Ride,NNP,O,I-noun.act
2869,Brooks,NNP,O,I-noun.act
2870,Neilsen,NNP,O,I-noun.act
2871,@,NNP,O,I-noun.act
2872,theGROWLERS,NN,O,I-noun.act
2873,during,IN,O,O
2874,thegrowlerssix,NN,O,B-noun.group
2875,Halloween,NNP,O,I-noun.group
2876,Fest,NNP,O,I-noun.group
2877,!,.,O,O
2878,.,.,O,O
2879,.,.,O,O
2880,.,.,O,O
2881,sade.img…,JJ,O,O
2882,https,NN,O,B-noun.communication
2883,:,:,O,O
2884,//www,NN,O,B-noun.communication
2885,.,.,O,O
2886,instagram.com/p/Ba4_rL2h37Q/,NN,O,B-noun.cognition
2887,“,NN,O,B-noun.cognition
2888,You,PRP,O,O
2889,are,VBP,O,B-verb.stative
2890,stronger,JJR,O,O
2891,than,IN,O,O
2892,you,PRP,O,O
2893,believe,VBP,O,B-verb.cognition
2894,.,.,O,O
2895,You,PRP,O,O
2896,have,VBP,O,B-verb.stative
2897,greater,JJR,O,O
2898,power,NN,O,B-noun.communication
2899,than,IN,O,O
2900,you,PRP,O,O
2901,know.,VBP,O,B-verb.stative
2902,”,JJ,O,O
2903,-Antiope,NN,O,B-noun.person
2904,to,TO,O,O
2905,Diana,NNP,O,B-noun.communication
2906,We…,NNP,O,I-noun.communication
2907,https,NN,O,I-noun.communication
2908,:,:,O,O
2909,//www,NN,O,B-noun.communication
2910,.,.,O,O
2911,instagram.com/p/Ba5AjvHjdeW/,NN,O,B-noun.cognition
2912,Coming,VBG,O,B-verb.motion
2913,for,IN,O,O
2914,you,PRP,O,O
2915,New,NNP,O,B-noun.person
2916,York,NNP,O,I-noun.person
2917,",",",",O,O
2918,just,RB,O,O
2919,picking,VBG,O,B-verb.motion
2920,out,RP,O,O
2921,some,DT,O,O
2922,threads,NNS,O,B-noun.time
2923,for,IN,O,O
2924,20th,CD,O,O
2925,Anniversary,NNP,O,B-noun.time
2926,Gala,NNP,O,I-noun.time
2927,.,.,O,O
2928,So,RB,O,O
2929,excited,JJ,O,O
2930,",",",",O,O
2931,…,JJ,O,O
2932,https,NN,O,B-noun.communication
2933,:,:,O,O
2934,//www,NN,O,B-noun.communication
2935,.,.,O,O
2936,instagram.com/p/Ba5AgQlAjNz/,NN,O,B-noun.cognition
2937,My,PRP$,O,O
2938,little,JJ,O,O
2939,Californian,JJ,O,O
2940,.,.,O,O
2941,.,.,O,O
2942,#,#,O,O
2943,mybabyboy,JJ,O,O
2944,#,#,O,O
2945,babyLucca,JJ,O,O
2946,#,#,O,O
2947,mylittlesurfer,VBP,O,B-verb.stative
2948,#,#,O,O
2949,pregnant,JJ,O,O
2950,#,#,O,O
2951,29weeks,CD,O,O
2952,…,JJ,O,O
2953,https,NN,O,B-noun.communication
2954,:,:,O,O
2955,//www,NN,O,B-noun.communication
2956,.,.,O,O
2957,instagram.com/p/Ba5AgPRhoI8/,NN,O,B-noun.cognition
2958,Drinking,NN,O,B-noun.act
2959,after,IN,O,O
2960,a,DT,O,O
2961,day,NN,O,B-noun.time
2962,of,IN,O,O
2963,VIP,NNP,O,B-noun.communication
2964,’,NNP,O,I-noun.communication
2965,ing,VBG,O,B-verb.creation
2966,@,NNP,O,B-noun.communication
2967,Hogs,NNP,O,I-noun.communication
2968,Head,NNP,O,I-noun.communication
2969,Pub,NNP,O,I-noun.communication
2970,https,NN,O,I-noun.communication
2971,:,:,O,O
2972,//www,NN,O,B-noun.communication
2973,.,.,O,O
2974,instagram.com/p/Ba5AfioDz3qt,JJ,O,O
2975,o5IYk1wwBeW0wSi19NFESYaIJE0/,NN,O,B-noun.person
2976,…,NN,O,I-noun.person
2977,at,IN,O,O
2978,#,#,O,O
2979,fdirw,JJ,O,O
2980,@,PDT,O,O
2981,The,DT,O,O
