,0,1,2,predOp
15257,with,IN,O,O
15258,their,PRP$,O,O
15259,names,NNS,O,B-noun.artifact
15260,on,IN,O,O
15261,the,DT,O,O
15262,Hollywood,NNP,O,B-noun.communication
15263,Walk,NNP,O,I-noun.communication
15264,of,IN,O,O
15265,Fame,NNP,O,B-noun.act
15266,are,VBP,O,B-verb.stative
15267,conservatives,NNS,O,B-noun.person
15268,.,.,O,O
15269,@,NN,O,B-noun.act
15270,vipregan,NN,O,I-noun.act
15271,hey,JJ,O,O
15272,guys,NNS,O,B-noun.person
15273,.,.,O,O
15274,Check,VB,O,B-verb.perception
15275,out,RP,O,O
15276,a,DT,O,O
15277,new,JJ,O,O
15278,follower,NN,O,O
15279,named,VBN,O,O
15280,Matt,NNP,O,B-noun.person
15281,from,IN,O,O
15282,Hollywood,NNP,O,B-noun.person
15283,Walk,NNP,O,I-noun.person
15284,of,IN,O,O
15285,Fame,NNP,O,B-noun.communication
15286,and,CC,O,O
15287,New,NNP,O,B-noun.person
15288,York,NNP,O,I-noun.person
15289,.,.,O,O
15290,I,PRP,O,O
15291,think,VBP,O,B-verb.cognition
15292,he,PRP,O,O
15293,'s,VBZ,O,B-verb.stative
15294,The,DT,O,O
15295,Real,JJ,O,O
15296,McCoy,NNP,O,B-noun.person
15297,and,CC,O,O
15298,I,PRP,O,O
15299,love,VBP,O,B-verb.emotion
15300,his,PRP$,O,O
15301,tweets,NNS,O,B-noun.body
15302,.,.,O,O
15303,You,PRP,O,O
15304,might,MD,O,O
15305,too,RB,O,O
15306,.,.,O,O
15307,#,#,O,O
15308,djstrech,NN,O,B-noun.communication
15309,#,#,O,O
15310,hollywood,NN,O,B-noun.communication
15311,#,#,O,O
15312,nightowl,RB,O,O
15313,#,#,O,O
15314,edwardscissorhands,VBZ,O,B-verb.stative
15315,@,JJ,O,O
15316,Hollywood,NNP,O,B-noun.person
15317,Walk,NNP,O,I-noun.person
15318,of,IN,O,O
15319,Fame,NNP,O,B-noun.act
15320,https,NN,O,I-noun.act
15321,:,:,O,O
15322,//www,NN,O,B-noun.communication
15323,.,.,O,O
15324,instagram.com/p/BgaZwH-hxMt/,NN,O,B-noun.cognition
15325,RuPaul,NNP,O,B-noun.person
15326,Serves,VBZ,O,B-verb.communication
15327,Up,RP,O,O
15328,Inspiration,NNP,O,B-noun.person
15329,at,IN,O,O
15330,Hollywood,NNP,O,B-noun.location
15331,Walk,NNP,O,I-noun.location
15332,of,IN,O,O
15333,Fame,NNP,O,B-noun.act
15334,Ceremony,NNP,O,I-noun.act
15335,http,NN,O,I-noun.act
15336,:,:,O,O
15337,//,JJ,O,O
15338,eonli.ne/2IvtuBb,NN,O,B-noun.communication
15339,來自,NNP,O,I-noun.communication
15340,@,NNP,O,I-noun.communication
15341,enews,NNS,O,I-noun.communication
15342,I,PRP,O,O
15343,liked,VBD,O,B-verb.emotion
15344,a,DT,O,O
15345,@,JJ,O,O
15346,YouTube,NNP,O,B-noun.communication
15347,video,NN,O,I-noun.communication
15348,http,NN,O,I-noun.communication
15349,:,:,O,O
15350,//,NN,O,B-noun.act
15351,youtu.be/H6UthCx_DlQ,NN,O,I-noun.act
15352,?,.,O,O
15353,a,DT,O,O
15354,Emotional,JJ,O,O
15355,Mark,NNP,O,B-noun.person
15356,Hamill,NNP,O,I-noun.person
15357,Speaks,NNP,O,I-noun.person
15358,at,IN,O,O
15359,His,PRP$,O,O
15360,Hollywood,NNP,O,B-noun.communication
15361,Walk,NNP,O,I-noun.communication
15362,of,IN,O,O
15363,Fame,NNP,O,B-noun.act
15364,Star,NNP,O,I-noun.act
15365,Event,NNP,O,I-noun.act
15366,in,IN,O,O
15367,Condragulations,NNS,O,B-noun.person
15368,to,TO,O,O
15369,RuPaul,VB,O,B-verb.motion
15370,on,IN,O,O
15371,getting,VBG,O,B-verb.possession
15372,his,PRP$,O,O
15373,star,NN,O,B-noun.artifact
15374,on,IN,O,O
15375,Hollywood,NNP,O,B-noun.communication
15376,Walk,NNP,O,I-noun.communication
15377,of,IN,O,O
15378,Fame,NNP,O,B-noun.communication
15379,!,.,O,O
15380,!,.,O,O
15381,https,NN,O,B-noun.person
15382,:,:,O,O
15383,//,NN,O,B-noun.act
15384,fb.me/96U5VgXgr,NN,O,I-noun.act
15385,I,PRP,O,O
15386,'m,VBP,O,B-verb.stative
15387,at,IN,O,O
15388,Hollywood,NNP,O,B-noun.location
15389,Walk,NNP,O,I-noun.location
15390,of,IN,O,O
15391,Fame,NNP,O,B-noun.communication
15392,in,IN,O,O
15393,Hollywood,NNP,O,B-noun.location
15394,",",",",O,O
15395,CA,NNP,O,B-noun.person
15396,https,NN,O,I-noun.person
15397,:,:,O,O
15398,//www,NN,O,B-noun.communication
15399,.,.,O,O
15400,swarmapp.com/c/2SyYflIya8v,NN,O,B-noun.person
15401,pic.twitter.com/fdkL4i8OmR,NN,O,I-noun.person
15402,Yesssss,NNP,O,B-noun.person
15403,kitty,PRP,O,O
15404,girl,VBP,O,B-verb.emotion
15405,!,.,O,O
15406,I,PRP,O,O
15407,'m,VBP,O,B-verb.stative
15408,so,RB,O,O
15409,happy,JJ,O,O
15410,for,IN,O,O
15411,you,PRP,O,O
15412,@,VBP,O,B-verb.emotion
15413,RuPaul,NNP,O,B-noun.person
15414,you,PRP,O,O
15415,100,CD,O,O
15416,%,NN,O,B-noun.event
15417,percent,NN,O,I-noun.event
15418,deserve,NN,O,I-noun.event
15419,this,DT,O,O
15420,darling,NN,O,B-noun.act
15421,.,.,O,O
15422,CONDRAGULATIONS,NNP,O,B-noun.person
15423,my,PRP$,O,O
15424,number,NN,O,B-noun.time
15425,one,CD,O,O
15426,queen,NN,O,B-noun.time
15427,.,.,O,O
15428,Shantay,NNP,O,B-noun.person
15429,you,PRP,O,O
15430,will,MD,O,B-verb.communication
15431,forever,VB,O,B-verb.social
15432,stay,VB,O,B-verb.change
15433,on,IN,O,O
15434,that,DT,O,O
15435,Hollywood,NNP,O,B-noun.person
15436,walk,NN,O,I-noun.person
15437,of,IN,O,O
15438,fame,NN,O,B-noun.act
15439,.,.,O,O
15440,Werk,VB,O,B-verb.cognition
15441,it,PRP,O,O
15442,queen,JJ,O,O
15443,.,.,O,O
15444,Hugs,NNP,O,B-noun.person
15445,and,CC,O,O
15446,kisses,NNS,O,B-noun.person
15447,to,TO,O,O
15448,you,PRP,O,O
15449,@,VBP,O,O
15450,RuPaul,VB,O,B-verb.possession
15451,congratulations,NNS,O,B-noun.person
15452,to,TO,O,O
15453,@,VB,O,B-verb.social
15454,RuPaul,NNP,O,B-noun.person
15455,for,IN,O,O
15456,getting,VBG,O,B-verb.change
15457,his,PRP$,O,O
15458,star,NN,O,B-noun.artifact
15459,on,IN,O,O
15460,the,DT,O,O
15461,hollywood,NN,O,B-noun.act
15462,walk,NN,O,I-noun.act
15463,of,IN,O,O
15464,fame,NN,O,B-noun.act
15465,!,.,O,O
15466,!,.,O,O
15467,Shrek,NNP,O,B-noun.person
15468,received,VBD,O,B-verb.change
15469,his,PRP$,O,O
15470,own,JJ,O,O
15471,star,NN,O,B-noun.artifact
15472,on,IN,O,O
15473,the,DT,O,O
15474,Hollywood,NNP,O,B-noun.communication
15475,Walk,NNP,O,I-noun.communication
15476,of,IN,O,O
15477,Fame,NNP,O,B-noun.food
15478,.,.,O,O
15479,#,#,O,O
15480,IMDb,NNP,O,B-noun.communication
15481,http,NN,O,I-noun.communication
15482,:,:,O,O
15483,//www,NN,O,B-noun.communication
15484,.,.,O,O
15485,imdb.com/title/tt012602,VB,O,B-verb.possession
15486,9/trivia,CD,O,O
15487,?,.,O,O
15488,tab=tr,NN,O,B-noun.person
15489,&,CC,O,O
15490,item=tr1595318,NN,O,B-noun.person
15491,…,NN,O,I-noun.person
15492,Jane,NNP,O,B-noun.act
15493,Fonda,NNP,O,I-noun.act
15494,Presents,NNP,O,I-noun.act
15495,RuPaul,NNP,O,I-noun.act
15496,with,IN,O,O
15497,His,PRP$,O,O
15498,Star,NN,O,B-noun.artifact
15499,on,IN,O,O
15500,Hollywood,NNP,O,B-noun.communication
15501,'s,POS,O,O
15502,Walk,NN,O,B-noun.artifact
15503,of,IN,O,O
15504,Fame,NNP,O,B-noun.act
15505,http,NN,O,I-noun.act
15506,:,:,O,O
15507,//,JJ,O,O
15508,people.com/tv/jane-fonda-,JJ,O,O
15509,presents-rupaul-star-hollywood-walk-of-fame/,JJ,O,O
15510,#,#,O,O
15511,be5029e0-24ae-40e4-9b06-6bb6d2edee56,JJ,O,O
15512,…,NN,O,B-noun.time
15513,via,IN,O,O
15514,@,JJ,O,O
15515,people,NNS,O,B-noun.group
15516,In,IN,O,O
15517,a,DT,O,O
15518,rare,JJ,O,O
15519,red,JJ,O,O
15520,carpet,NN,O,B-noun.communication
15521,appearance,NN,O,I-noun.communication
15522,together,RB,O,O
15523,",",",",O,O
15524,@,NNP,O,B-noun.person
15525,RuPaul,NNP,O,I-noun.person
15526,posed,VBD,O,B-verb.social
15527,with,IN,O,O
15528,husband,NN,O,B-noun.person
15529,Georges,NNP,O,I-noun.person
15530,LeBar,NNP,O,I-noun.person
15531,during,IN,O,O
15532,his,PRP$,O,O
15533,Hollywood,NNP,O,B-noun.location
15534,Walk,NNP,O,I-noun.location
15535,of,IN,O,O
15536,Fame,NNP,O,B-noun.act
15537,star,NN,O,I-noun.act
15538,ceremony,NN,O,I-noun.act
15539,:,:,O,O
15540,https,NN,O,B-noun.communication
15541,:,:,O,O
15542,//,NN,O,B-noun.act
15543,trib.al/VHpnaGi,NN,O,I-noun.act
15544,I,PRP,O,O
15545,can,MD,O,B-verb.change
15546,’,VB,O,B-verb.communication
15547,t,JJ,O,O
15548,sleep,NN,O,B-noun.state
15549,so,IN,O,O
15550,I,PRP,O,O
15551,’,VBP,O,B-verb.emotion
15552,m,JJ,O,O
15553,tweeting,VBG,O,B-verb.communication
15554,like,IN,O,O
15555,m,NN,O,B-noun.person
15556,Tr*mp,NNP,O,I-noun.person
15557,.,.,O,O
15558,Concerning,VBG,O,B-verb.social
15559,RuPauls,NNP,O,B-noun.person
15560,star,NN,O,I-noun.person
15561,on,IN,O,O
15562,the,DT,O,O
15563,Hollywood,NNP,O,B-noun.location
15564,walk,NN,O,I-noun.location
15565,of,IN,O,O
15566,fame,NN,O,B-noun.act
15567,...,:,O,O
15568,so,RB,O,O
15569,people,NNS,O,B-noun.group
15570,realise,VBP,O,B-verb.emotion
15571,you,PRP,O,O
15572,can,MD,O,B-verb.change
15573,’,VB,O,B-verb.motion
15574,t,VB,O,B-verb.motion
15575,actually,RB,O,O
15576,just,RB,O,O
15577,pay,VB,O,B-verb.possession
15578,30k,CD,O,O
15579,and,CC,O,O
15580,you,PRP,O,O
15581,get,VBP,O,B-verb.possession
15582,a,DT,O,O
15583,star,NN,O,B-noun.communication
15584,?,.,O,O
15585,Like,IN,O,O
15586,there,EX,O,O
15587,isn,JJ,O,O
15588,’,NN,O,B-noun.communication
15589,t,NN,O,I-noun.communication
15590,random,NN,O,I-noun.communication
15591,stars,NNS,O,I-noun.communication
15592,saying,VBG,O,B-verb.communication
15593,‘,JJ,O,O
15594,Sandra,NNP,O,B-noun.person
15595,’,NNP,O,I-noun.person
15596,and,CC,O,O
15597,‘,NNP,O,B-noun.person
15598,Kimberley,NNP,O,I-noun.person
15599,’,NNP,O,I-noun.person
15600,.,.,O,O
15601,You,PRP,O,O
15602,have,VBP,O,B-verb.possession
15603,to,TO,O,O
15604,do,VB,O,B-verb.social
15605,something,NN,O,B-noun.act
15606,of,IN,O,O
15607,worth,NN,O,B-noun.communication
15608,!,.,O,O
15609,@,NN,O,B-noun.group
15610,RuPaul,NNP,O,I-noun.group
15611,Condragulations,NNP,O,I-noun.group
15612,Ru,NNP,O,I-noun.group
15613,!,.,O,O
15614,So,NNP,O,B-noun.person
15615,proud,JJ,O,O
15616,of,IN,O,O
15617,you,PRP,O,O
15618,and,CC,O,O
15619,all,DT,O,O
15620,your,PRP$,O,O
15621,accomplishments,NNS,O,B-noun.artifact
15622,!,.,O,O
15623,You,PRP,O,O
15624,will,MD,O,B-verb.communication
15625,forever,RB,O,O
15626,be,VB,O,B-verb.stative
15627,a,DT,O,O
15628,part,NN,O,B-noun.relation
15629,of,IN,O,O
15630,“,NNP,O,B-noun.communication
15631,HERstory,NNP,O,I-noun.communication
15632,”,NN,O,I-noun.communication
15633,!,.,O,O
15634,Much,JJ,O,O
15635,Love,NNP,O,B-verb.emotion
15636,to,TO,O,O
15637,You,PRP,O,O
15638,!,.,O,O
15639,RuPaul,NNP,O,B-noun.person
15640,'s,POS,O,O
15641,Walk,NNP,O,I-noun.communication
15642,of,IN,O,O
15643,Fame,NNP,O,B-noun.person
15644,star,NN,O,I-noun.person
15645,unveiled,VBD,O,B-verb.communication
15646,in,IN,O,O
15647,Hollywood,NNP,O,B-noun.location
15648,http,NN,O,I-noun.location
15649,:,:,O,O
15650,//,JJ,O,O
15651,abc7.com/3224855/,NN,O,B-noun.time
15652,via,IN,O,O
15653,@,NNP,O,B-noun.person
15654,abc7,NN,O,I-noun.person
15655,RuPaul,NNP,O,B-noun.person
15656,speaks,VBZ,O,B-verb.communication
15657,at,IN,O,O
15658,Hollywood,NNP,O,B-noun.location
15659,Walk,NNP,O,I-noun.location
15660,of,IN,O,O
15661,Fame,NNP,O,B-noun.act
15662,Star,NNP,O,I-noun.act
15663,Ceremony,NNP,O,I-noun.act
15664,.,.,O,O
15665,Watch,NNP,O,B-noun.person
15666,at,IN,O,O
15667,http,NN,O,B-noun.location
15668,:,:,O,O
15669,//,NN,O,B-noun.act
15670,reelnewmedia.com,NN,O,I-noun.act
15671,RuPual,JJ,O,O
15672,Gets,VBZ,O,B-verb.stative
15673,A,DT,O,O
15674,Star,NN,O,B-noun.communication
15675,In,IN,O,O
15676,The,DT,O,O
15677,Hollywood,NNP,O,B-noun.person
15678,Walk,NNP,O,I-noun.person
15679,Of,IN,O,O
15680,Fame,NNP,O,B-noun.act
15681,+,NNP,O,I-noun.act
15682,Trixie,NNP,O,I-noun.act
15683,Mattel,NNP,O,I-noun.act
15684,Responds,NNP,O,I-noun.act
15685,To,TO,O,O
15686,Winning,NNP,O,B-noun.act
15687,Backlash,NNP,O,I-noun.act
15688,https,NN,O,I-noun.act
15689,:,:,O,O
15690,//,JJ,O,O
15691,jtreality.blogspot.com/2018/03/rupual,JJ,O,O
15692,-gets-star-in-hollywood-walk-of.html,NN,O,B-noun.act
15693,…,NNP,O,I-noun.act
15694,@,NNP,O,I-noun.act
15695,Woodydmc84,NNP,O,I-noun.act
15696,RT,NNP,O,I-noun.act
15697,RuPual,JJ,O,O
15698,Gets,VBZ,O,B-verb.stative
15699,A,DT,O,O
15700,Star,NN,O,B-noun.communication
15701,In,IN,O,O
15702,The,DT,O,O
15703,Hollywood,NNP,O,B-noun.person
15704,Walk,NNP,O,I-noun.person
15705,Of,IN,O,O
15706,Fame,NNP,O,B-noun.act
15707,+,NNP,O,I-noun.act
15708,Trixie,NNP,O,I-noun.act
15709,Mattel,NNP,O,I-noun.act
15710,Responds,NNP,O,I-noun.act
15711,To,TO,O,O
15712,Winning,NNP,O,B-noun.act
15713,Backlash,NNP,O,I-noun.act
15714,https,NN,O,I-noun.act
15715,:,:,O,O
15716,//,JJ,O,O
15717,jtreality.blogspot.com/2018/03/rupual,JJ,O,O
15718,-gets-star-in-hollywood-walk-of.html,NN,O,B-noun.act
15719,…,NNP,O,I-noun.act
15720,@,NNP,O,I-noun.act
15721,samorezworld,NN,O,I-noun.act
15722,RT,NNP,O,I-noun.act
15723,Reality,NNP,O,B-noun.group
15724,TV,NNP,O,B-noun.communication
15725,News,NNP,O,I-noun.communication
15726,:,:,O,O
15727,RuPual,JJ,O,O
15728,Gets,VBZ,O,B-verb.stative
15729,A,DT,O,O
15730,Star,NN,O,B-noun.communication
15731,In,IN,O,O
15732,The,DT,O,O
15733,Hollywood,NNP,O,B-noun.person
15734,Walk,NNP,O,I-noun.person
15735,Of,IN,O,O
15736,Fame,NNP,O,B-noun.act
15737,+,NNP,O,I-noun.act
15738,Trixie,NNP,O,I-noun.act
15739,Mattel,NNP,O,I-noun.act
15740,Responds,NNP,O,I-noun.act
15741,To,TO,O,O
15742,Winning,NNP,O,B-noun.act
15743,Backlash,NNP,O,I-noun.act
15744,https,NN,O,I-noun.act
15745,:,:,O,O
15746,//,JJ,O,O
15747,jtreality.blogspot.com/2018/03/rupual,JJ,O,O
15748,-gets-star-in-hollywood-walk-of.html,NN,O,B-noun.person
15749,…,NN,O,I-noun.person
15750,Need,NN,O,B-noun.communication
15751,I,PRP,O,O
15752,say,VBP,O,B-verb.communication
15753,more,JJR,O,O
15754,!,.,O,O
15755,?,.,O,O
15756,!,.,O,O
15757,?,.,O,O
15758,@,JJ,O,O
15759,Hollywood,NNP,O,B-noun.person
15760,Walk,NNP,O,I-noun.person
15761,of,IN,O,O
15762,Fame,NNP,O,B-noun.act
15763,https,NN,O,I-noun.act
15764,:,:,O,O
15765,//www,NN,O,B-noun.communication
15766,.,.,O,O
15767,instagram.com/p/BgaU2-6H_PWi,JJ,O,O
15768,LOYvEp6eSiDkaVP_W36Hl1BHRI0/,NNP,O,B-noun.person
15769,…,NN,O,I-noun.person
15770,Such,JJ,O,O
15771,a,DT,O,O
15772,cool,JJ,O,O
15773,place,NN,O,B-noun.location
15774,!,.,O,O
15775,@,NN,O,B-noun.person
15776,Hollywood,NNP,O,I-noun.person
15777,Walk,NNP,O,I-noun.person
15778,of,IN,O,O
15779,Fame,NNP,O,B-noun.act
15780,https,NN,O,I-noun.act
15781,:,:,O,O
15782,//www,NN,O,B-noun.communication
15783,.,.,O,O
15784,instagram.com/p/BgaUwQ4hWwH/,NN,O,B-noun.cognition
15785,I,PRP,O,O
15786,liked,VBD,O,B-verb.emotion
15787,a,DT,O,O
15788,@,JJ,O,O
15789,YouTube,NNP,O,B-noun.communication
15790,video,NN,O,I-noun.communication
15791,http,NN,O,I-noun.communication
15792,:,:,O,O
15793,//,NN,O,B-noun.act
15794,youtu.be/H6UthCx_DlQ,NN,O,I-noun.act
15795,?,.,O,O
15796,a,DT,O,O
15797,Emotional,JJ,O,O
15798,Mark,NNP,O,B-noun.person
15799,Hamill,NNP,O,I-noun.person
15800,Speaks,NNP,O,I-noun.person
15801,at,IN,O,O
15802,His,PRP$,O,O
15803,Hollywood,NNP,O,B-noun.communication
15804,Walk,NNP,O,I-noun.communication
15805,of,IN,O,O
15806,Fame,NNP,O,B-noun.act
15807,Star,NNP,O,I-noun.act
15808,Event,NNP,O,I-noun.act
15809,in,IN,O,O
15810,Here,RB,O,O
15811,are,VBP,O,B-verb.stative
15812,the,DT,O,O
15813,stars,NNS,O,B-noun.person
15814,who,WP,O,O
15815,have,VBP,O,O
15816,been,VBN,O,O
15817,honored,VBN,O,B-verb.social
15818,and,CC,O,O
15819,forever,RB,O,O
15820,immortalized,VBN,O,B-verb.cognition
15821,on,IN,O,O
15822,the,DT,O,O
15823,Hollywood,NNP,O,B-noun.communication
15824,Walk,NNP,O,I-noun.communication
15825,of,IN,O,O
15826,Fame,NNP,O,B-noun.food
15827,.,.,O,O
15828,http,NN,O,B-noun.communication
15829,:,:,O,O
15830,//,NN,O,B-noun.act
15831,nbc4dc.com/TqZjbwl,NN,O,I-noun.act
15832,RuPaul,NNP,O,B-noun.person
15833,Honored,NNP,O,I-noun.person
15834,With,IN,O,O
15835,Star,NNP,O,B-noun.person
15836,On,IN,O,O
15837,The,DT,O,O
15838,Hollywood,NNP,O,B-noun.person
15839,Walk,NNP,O,I-noun.person
15840,Of,IN,O,O
15841,Fame,NNP,O,B-noun.act
15842,http,NN,O,I-noun.act
15843,:,:,O,O
15844,//www,NN,O,B-noun.communication
15845,.,.,O,O
15846,newnownext.com/rupaul-star-ho,JJ,O,O
15847,llywood-walk-of-fame/03/2018/,JJ,O,O
15848,?,.,O,O
15849,utm=share_twitter,JJ,O,O
15850,…,NN,O,B-noun.time
15851,via,IN,O,O
15852,@,NNP,O,B-noun.person
15853,NewNowNext,NNP,O,I-noun.person
15854,Los,NNP,O,B-noun.communication
15855,Angeles,NNP,O,I-noun.communication
15856,trends,NNS,O,I-noun.communication
15857,now,RB,O,O
15858,:,:,O,O
15859,Trump,NN,O,B-noun.communication
15860,",",",",O,O
15861,Suspect,NNP,O,B-noun.person
15862,",",",",O,O
15863,SB,NNP,O,B-noun.time
15864,5,CD,O,O
15865,",",",",O,O
15866,Camp,NNP,O,B-noun.person
15867,Pendleton,NNP,O,I-noun.person
15868,",",",",O,O
15869,Hollywood,NNP,O,B-noun.person
15870,Walk,NNP,O,I-noun.person
15871,of,IN,O,O
15872,Fame,NNP,O,B-noun.food
15873,.,.,O,O
15874,http,NN,O,B-noun.communication
15875,:,:,O,O
15876,//,JJ,O,O
15877,toplocalnow.com/us/los-angeles,NNS,O,B-noun.artifact
15878,/topics,NNS,O,I-noun.artifact
15879,…,VBP,O,B-verb.stative
15880,Glad,NNP,O,B-noun.person
15881,to,TO,O,O
15882,see,VB,O,B-verb.social
15883,a,DT,O,O
15884,former,JJ,O,O
15885,first,JJ,O,O
15886,lady,NN,O,B-noun.person
15887,from,IN,O,O
15888,the,DT,O,O
15889,great,JJ,O,O
15890,state,NN,O,B-noun.cognition
15891,of,IN,O,O
15892,KY,NNP,O,B-noun.person
15893,get,VB,O,B-verb.possession
15894,a,DT,O,O
15895,star,NN,O,B-noun.artifact
15896,on,IN,O,O
15897,the,DT,O,O
15898,Hollywood,NNP,O,B-noun.location
15899,walk,NN,O,I-noun.location
15900,of,IN,O,O
15901,fame,NN,O,B-noun.act
15902,.,.,O,O
15903,‘,JJ,O,O
15904,Condragulations,NNP,O,B-noun.person
15905,’,NN,O,I-noun.person
15906,:,:,O,O
15907,RuPaul,NNP,O,B-noun.person
15908,’,NNP,O,I-noun.person
15909,s,VBD,O,B-verb.communication
15910,Hollywood,NNP,O,B-noun.person
15911,star,NN,O,I-noun.person
15912,celebrated,VBD,O,B-verb.communication
15913,",",",",O,O
15914,RuPaul,NNP,O,B-noun.person
15915,has,VBZ,O,B-verb.possession
15916,been,VBN,O,B-verb.stative
15917,celebrated,VBN,O,B-verb.social
15918,for,IN,O,O
15919,getting,VBG,O,B-verb.possession
15920,a,DT,O,O
15921,star,NN,O,B-noun.artifact
15922,on,IN,O,O
15923,the,DT,O,O
15924,Hollywood,NNP,O,B-noun.communication
15925,Walk,NNP,O,I-noun.communication
15926,of,IN,O,O
15927,Fame,NNP,O,B-noun.food
15928,on,IN,O,O
15929,Friday,NNP,O,B-noun.time
15930,.,.,O,O
15931,Source,NNP,O,B-noun.person
15932,link,NN,O,I-noun.person
15933,",",",",O,O
15934,",",",",O,O
15935,https,NN,O,B-noun.communication
15936,:,:,O,O
15937,//,JJ,O,O
15938,uk-reports.com/condragulation,JJ,O,O
15939,s-rupauls-hollywood-star-celebrated/,JJ,O,O
15940,…,NN,O,B-noun.time
15941,",",",",O,O
15942,RuPaul,NNP,O,B-noun.person
15943,Honored,NNP,O,I-noun.person
15944,With,IN,O,O
15945,Star,NNP,O,B-noun.person
15946,On,IN,O,O
15947,The,DT,O,O
15948,Hollywood,NNP,O,B-noun.person
15949,Walk,NNP,O,I-noun.person
15950,Of,IN,O,O
15951,Fame,NNP,O,B-noun.communication
15952,(,(,O,O
15953,NewNowNext,NNP,O,O
15954,),),O,O
15955,https,NN,O,B-noun.communication
15956,:,:,O,O
15957,//,NN,O,B-noun.act
15958,buff.ly/2FFJ3sq,NN,O,I-noun.act
15959,RuPaul,NNP,O,B-noun.person
15960,FINALLY,NNP,O,I-noun.person
15961,got,VBD,O,B-verb.possession
15962,a,DT,O,O
15963,star,NN,O,B-noun.artifact
15964,on,IN,O,O
15965,the,DT,O,O
15966,Hollywood,NNP,O,B-noun.communication
15967,Walk,NNP,O,I-noun.communication
15968,of,IN,O,O
15969,Fame,NNP,O,B-noun.food
15970,.,.,O,O
15971,Recap,NN,O,B-noun.communication
15972,:,:,O,O
15973,A,DT,O,O
15974,Baby,NNP,O,B-noun.person
15975,",",",",O,O
15976,A,NNP,O,B-noun.communication
15977,Divorce,NNP,O,I-noun.communication
15978,",",",",O,O
15979,&,CC,O,O
15980,A,NNP,O,B-noun.person
15981,Star,NNP,O,I-noun.person
15982,#,#,O,O
15983,TodayInPopCulture,NN,O,B-noun.artifact
15984,Congrats,NNS,O,B-noun.communication
15985,to,TO,O,O
15986,@,VB,O,B-verb.creation
15987,RuPaul,NNP,O,B-noun.artifact
15988,on,IN,O,O
15989,your,PRP$,O,O
15990,star,NN,O,B-noun.artifact
15991,on,IN,O,O
15992,the,DT,O,O
15993,Hollywood,NNP,O,B-noun.person
15994,Walk,NNP,O,I-noun.person
15995,Of,IN,O,O
15996,Fame,NNP,O,B-noun.communication
15997,!,.,O,O
15998,You,PRP,O,O
15999,’,VBP,O,O
16000,re,VB,O,B-verb.possession
16001,an,DT,O,O
16002,inspiration,NN,O,B-noun.act
16003,to,TO,O,O
16004,me,PRP,O,O
16005,&,CC,O,O
16006,so,RB,O,O
16007,many,JJ,O,O
16008,others,NNS,O,B-noun.person
16009,!,.,O,O
16010,#,#,O,O
16011,RuPaul,NNP,O,B-noun.person
16012,Teared,VBN,O,B-verb.change
16013,up,RP,O,O
16014,watching,VBG,O,B-verb.perception
16015,@,NN,O,B-noun.communication
16016,RuPaul,NNP,O,I-noun.communication
16017,give,VB,O,B-verb.possession
16018,his,PRP$,O,O
16019,speech,NN,O,B-noun.communication
16020,during,IN,O,O
16021,the,DT,O,O
16022,unveiling,NN,O,B-noun.state
16023,of,IN,O,O
16024,his,PRP$,O,O
16025,star,NN,O,B-noun.artifact
16026,on,IN,O,O
16027,the,DT,O,O
16028,Hollywood,NNP,O,B-noun.communication
16029,Walk,NNP,O,I-noun.communication
16030,of,IN,O,O
16031,Fame,NNP,O,B-noun.food
16032,.,.,O,O
16033,<,CC,O,O
16034,3,CD,O,O
16035,so,RB,O,O
16036,happy,JJ,O,O
16037,:,:,O,O
16038,),),O,O
16039,pic.twitter.com/rWcbm7Aaje,NN,O,I-noun.event
16040,It,PRP,O,O
16041,'s,VBZ,O,B-verb.stative
16042,Pee-Wee,JJ,O,O
16043,!,.,O,O
16044,@,JJ,O,O
16045,Hollywood,NNP,O,B-noun.person
16046,Walk,NNP,O,I-noun.person
16047,of,IN,O,O
16048,Fame,NNP,O,B-noun.location
16049,-,:,O,O
16050,Los,NNP,O,B-noun.communication
16051,Angeles,NNP,O,I-noun.communication
16052,https,NN,O,I-noun.communication
16053,:,:,O,O
16054,//www,NN,O,B-noun.communication
16055,.,.,O,O
16056,instagram.com/p/BgaO6bmFKL5/,NN,O,B-noun.cognition
16057,U,JJ,O,O
16058,mean,NN,O,B-noun.communication
16059,RuPaul,NNP,O,I-noun.communication
16060,'s,POS,O,O
16061,star,NN,O,B-noun.artifact
16062,on,IN,O,O
16063,the,DT,O,O
16064,Hollywood,NNP,O,B-noun.communication
16065,Walk,NNP,O,I-noun.communication
16066,of,IN,O,O
16067,Fame,NNP,O,B-noun.time
16068,",",",",O,O
16069,which,WDT,O,O
16070,he,PRP,O,O
16071,just,RB,O,O
16072,got,VBD,O,B-verb.possession
16073,RuPaul,NNP,O,B-noun.person
16074,Says,VBZ,O,B-verb.communication
16075,It,PRP,O,O
16076,'Means,VBZ,O,B-verb.cognition
16077,the,DT,O,O
16078,World,NNP,O,B-noun.group
16079,',POS,O,O
16080,to,TO,O,O
16081,Receive,VB,O,B-verb.possession
16082,a,DT,O,O
16083,Star,NN,O,B-noun.artifact
16084,on,IN,O,O
16085,the,DT,O,O
16086,Hollywood,NNP,O,B-noun.communication
16087,Walk,NNP,O,I-noun.communication
16088,of,IN,O,O
