username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
NahhasAlbaraa;2018-03-19 14:54;0;0;"I'm at Hollywood Walk of Fame in Hollywood , CA https://www. swarmapp.com/c/bz3q4eQHgbL";;;;"975852919483502592";https://twitter.com/NahhasAlbaraa/status/975852919483502592
LouGadot;2018-03-19 14:48;0;0;"Ru Paul got a star on The Hollywood Walk of Fame today and my heart is so full of love about it.";;;;"975851564647747585";https://twitter.com/LouGadot/status/975851564647747585
ElenaKorny;2018-03-19 14:36;0;0;"Happy Monday! #mondayisthebestdayoftheweek @Hollywood Walk of Fame https://www. instagram.com/p/BghRbiZlmY4/";;@Hollywood;#mondayisthebestdayoftheweek;"975848590513004551";https://twitter.com/ElenaKorny/status/975848590513004551
Justin__Matters;2018-03-19 14:22;0;1;"Congrats to RuPaulerino on his Hollywood walk of fame star! pic.twitter.com/pab5x1WXTO";;;;"975845029838127104";https://twitter.com/Justin__Matters/status/975845029838127104
KimmelCenter;2018-03-19 14:19;1;2;"#DYK @GloriaEstefan has sold over 100 million records, received three Grammy Awards and been awarded a star on the Hollywood Walk of Fame ? Learn more of her incredible story from @OnYourFeetBway , here 4/10 - 4/15! http:// bit.ly/onyrfeetbway pic.twitter.com/RxbpUi8tDr";;@GloriaEstefan @OnYourFeetBway;#DYK;"975844109104680961";https://twitter.com/KimmelCenter/status/975844109104680961
slatykaty;2018-03-19 14:18;0;3;"Now if only she would set up a date to get her star on the Hollywood Walk of Fame :))) https:// twitter.com/katyspics/stat us/975843692350238727 …";;;;"975843947246362624";https://twitter.com/slatykaty/status/975843947246362624
BbwJordan;2018-03-19 14:12;0;0;"RuPaul becomes first drag icon to get a star on the Hollywood Walk Of Fame http:// dlvr.it/QLdtRB pic.twitter.com/pymaZezcvE";;;;"975842528145494016";https://twitter.com/BbwJordan/status/975842528145494016
Aleksander1441;2018-03-19 14:08;0;0;"Mark Hamill Got a Star On The Hollywood Walk of Fame and the Photos are Perfect http:// crwd.fr/2Ifa0AF";;;;"975841381838094336";https://twitter.com/Aleksander1441/status/975841381838094336
AgradableLocura;2018-03-19 14:05;0;0;"#ALTinforma RuPaul becomes first drag icon to get a star on the Hollywood Walk Of Fame http:// dlvr.it/QLdrSK @NME pic.twitter.com/z6tLaVsgSG";;@NME;#ALTinforma;"975840614053851136";https://twitter.com/AgradableLocura/status/975840614053851136
HPERISCOTH1;2018-03-19 13:57;0;0;"RuPaul becomes first drag icon to get a star on the Hollywood Walk Of Fame https:// goo.gl/fb/eWHqob";;;;"975838726046801921";https://twitter.com/HPERISCOTH1/status/975838726046801921
mtvnetworksjobs;2018-03-19 13:40;0;0;"RuPaul Is the First Drag Queen to Get a Star on the Hollywood Walk of Fame pic.twitter.com/QAQCm32TVm";;;;"975834505645879296";https://twitter.com/mtvnetworksjobs/status/975834505645879296
FreeTVFresno;2018-03-19 13:29;0;0;"-->> Lynda Carter is finally getting her star on the Hollywood Walk of Fame via #MeTV #Fresno #FreeTV https:// fb.me/NSX8LdlM";;;#MeTV #Fresno #FreeTV;"975831571059150853";https://twitter.com/FreeTVFresno/status/975831571059150853
lisarinna;2018-03-19 13:26;12;199;"A Big Congrats to @RuPaul for your Star on the Hollywood Walk of Fame Honey!!! pic.twitter.com/pBjvkgAYyS";;@RuPaul;;"975830923248730112";https://twitter.com/lisarinna/status/975830923248730112
BoosterBricks;2018-03-19 13:24;0;1;"Congratulations @HamillHimself , for receiving a star on the Hollywood Walk of Fame !! Thank you for inspiring so many generations and LEGO sets! #StarWars pic.twitter.com/4jWABETLFd";;@HamillHimself;#StarWars;"975830274192957445";https://twitter.com/BoosterBricks/status/975830274192957445
RobbieBarstool;2018-03-19 13:16;4;20;"While I was scouring the Hollywood Walk of Fame , I found Bane's mom's star. She doesn't get the credit she deserves in raising such a treacherous villain imo. Check out the full video here https:// bars.tl/wDpJErW0pL pic.twitter.com/63gsPaVtjE";;;;"975828387087478784";https://twitter.com/RobbieBarstool/status/975828387087478784
mscgluk;2018-03-19 13:14;0;0;"RuPaul first drag icon to get a star on the Hollywood Walk Of Fame http:// bit.ly/2FVKO0K #LGBTQ #LGBT #LGBTI #UK #Australia #Ireland #NewZealand #Sweden #Denmark #Norway #USA #Canada";;;#LGBTQ #LGBT #LGBTI #UK #Australia #Ireland #NewZealand #Sweden #Denmark #Norway #USA #Canada;"975827819862216704";https://twitter.com/mscgluk/status/975827819862216704
mscgluk;2018-03-19 13:08;0;0;"RuPaul first drag icon to get a star on the Hollywood Walk Of Fame https:// mysocalledgaylife.co.uk/2018/03/rupaul -first-drag-icon-to-get-a-star-on-the-hollywood-walk-of-fame/ … pic.twitter.com/cuDr1i6s6w";;;;"975826481191538690";https://twitter.com/mscgluk/status/975826481191538690
LindaQVillan;2018-03-19 13:06;0;0;"Sad people hold celebs to a higher standard than the potus who has a star on the Hollywood Walk of Fame . But Trump calls people names more than anyone and he was sent by God";;;;"975825768646246401";https://twitter.com/LindaQVillan/status/975825768646246401
sweetstorela;2018-03-19 13:00;1;5;"Celebrate @RuPaul receiving a Star on the Hollywood Walk of Fame with a Chocolate RuPaul Walk of Fame Star! Now available at the RuPaul Pop-Up Shop and online! International Shipping! https://www. sweetlosangeles.com/pop-ups/rupaul/ pic.twitter.com/mLlLzokTZm";;@RuPaul;;"975824399168282625";https://twitter.com/sweetstorela/status/975824399168282625
GLPages;2018-03-19 13:00;0;0;"RuPaul Honored With Star On The Hollywood Walk Of Fame https:// fb.me/1PiKT4fNw";;;;"975824256784388096";https://twitter.com/GLPages/status/975824256784388096
barstoolsports;2018-03-19 13:00;32;226;"We do not speak of Jaws 4 when talking about Steven Spielberg's legacy @robbiebarstool does the Hollywood Walk of Fame → full video: https:// bars.tl/wDpJErW0pL pic.twitter.com/5F1ApbzzfT";;@robbiebarstool;;"975824227847749632";https://twitter.com/barstoolsports/status/975824227847749632
JaysonMajor;2018-03-19 12:55;0;1;"Yeah I Have An Apartment On Vine Street Where @MarkDohner @LoganPaul @AlissaViolet @jakepaul @KingBach @AmandaCerny And most of the viners lived on Vine Street Same Building Right By Hollywood Walk Of Fame";;@MarkDohner @LoganPaul @AlissaViolet @jakepaul @KingBach @AmandaCerny;;"975823004847558656";https://twitter.com/JaysonMajor/status/975823004847558656
ARTISTSPAGE;2018-03-19 12:54;0;0;"Retweeted NME ( @NME ): RuPaul becomes first drag icon to get a star on the Hollywood Walk Of Fame ... https:// fb.me/8pH8eVGc8";;@NME;;"975822767575707648";https://twitter.com/ARTISTSPAGE/status/975822767575707648
UFOParanormNews;2018-03-19 12:44;0;2;"#TelegraphNews Emotional RuPaul makes history with Hollywood Walk of Fame star https:// goo.gl/1HnYck";;;#TelegraphNews;"975820412079820800";https://twitter.com/UFOParanormNews/status/975820412079820800
deuce1121;2018-03-19 12:41;0;2;"ART & MUSIC Kermit the Frog - Hollywood Walk of Fame November 14, 2002 "It's Not Easy Being Green" I think we have at least six Kermit stuffed animals 我が家には最低六つのカーミット ぬいぐるみがいます #art @wofstargirl @hensoncompany @TheMuppets pic.twitter.com/oGFTEhGdBh";;@wofstargirl @hensoncompany @TheMuppets;#art;"975819486245748736";https://twitter.com/deuce1121/status/975819486245748736
NME;2018-03-19 12:40;36;211;"RuPaul becomes first drag icon to get a star on the Hollywood Walk Of Fame http:// fal.cn/4xoI pic.twitter.com/imsw3XYwpU";;;;"975819339608805379";https://twitter.com/NME/status/975819339608805379
Michael_Dunn4;2018-03-19 12:33;0;0;"This is one clip that 100% should have stayed in #TheLastJedi . @HamillHimself deserves a bloody Oscar... though I guess a star on the Hollywood Walk of Fame will do, for now https://www. youtube.com/watch?v=RHt00E 8gVaA …";;@HamillHimself;#TheLastJedi;"975817655566454787";https://twitter.com/Michael_Dunn4/status/975817655566454787
jaybrigitte;2018-03-19 12:32;0;1;"Do you realize that you are supporting a TV game show host who has a star on the Hollywood Walk of Fame ?! He is a Celebrity! #idiot";;;#idiot;"975817354100858881";https://twitter.com/jaybrigitte/status/975817354100858881
CaliforniaFeel;2018-03-19 12:30;8;15;"Hollywood Walk of Fame (Los Angeles California) by @jojers20 [Enjoy +images & videos at http:// CaliforniaFeelings.com ] | The Best Photos and Videos of California, The Golden State. #California #CaliforniaFeelings pic.twitter.com/FA9PWRZhky";;@jojers20;#California #CaliforniaFeelings;"975816878202544128";https://twitter.com/CaliforniaFeel/status/975816878202544128
RosPenny;2018-03-19 12:19;0;1;"I met Clint Eastwood when Jim Carey was putting his hand in concrete for Hollywood Walk of Fame . My stupid comment “you sound just like Clint Eastwood”";;;;"975814061312094208";https://twitter.com/RosPenny/status/975814061312094208
georgiarealist;2018-03-19 12:15;0;0;"@THEbitchiestgay RuPaul's Walk of Fame star unveiled in Hollywood http:// abc13.com/3225333/ via @ABC13Houston";;@THEbitchiestgay @ABC13Houston;;"975813129677484033";https://twitter.com/georgiarealist/status/975813129677484033
kelenike;2018-03-19 12:13;0;0;"• Vogue: RuPaul is the newest member of the Hollywood Walk of Fame , and the first drag… https:// goo.gl/fb/qAML2r";;;;"975812483406618626";https://twitter.com/kelenike/status/975812483406618626
VivaLaStool;2018-03-19 12:09;0;17;"Robbie Fox Does The Hollywood Walk Of Fame https:// bars.tl/wDpJErW0pL pic.twitter.com/Wmd3caZLa1";;;;"975811487418802176";https://twitter.com/VivaLaStool/status/975811487418802176
RobbieBarstool;2018-03-19 12:08;13;165;"NEW VIDEO ALERT Robbie Fox Does The Hollywood Walk Of Fame FULL VIDEO https:// bars.tl/wDpJErW0pL pic.twitter.com/urFdOgunHM";;;;"975811309513183233";https://twitter.com/RobbieBarstool/status/975811309513183233
bbcthree;2018-03-19 12:03;16;77;"RuPaul is the first drag queen to get a Hollywood star. Sissy that Walk of Fame . http:// bbc.in/2Iyboi6 pic.twitter.com/hWb1XmQSVL";;;;"975809883122511872";https://twitter.com/bbcthree/status/975809883122511872
raleighroo972;2018-03-19 12:02;0;0;"Today is my birthday. Wondering if you would help restore/honor my Great Uncle Paul Bern,he was murdered1930's and his good name smeared. A good samaritan know as kindest man in Hollywood Needs star on the walk of fame and need some help and connections.";;;;"975809798246686720";https://twitter.com/raleighroo972/status/975809798246686720
Trinajc_;2018-03-19 12:01;0;0;". @RuPaul receives a star on the Hollywood Walk of Fame pic.twitter.com/TwWrXI9dX5";;@RuPaul;;"975809445866491906";https://twitter.com/Trinajc_/status/975809445866491906
wearesigny;2018-03-19 11:52;0;1;"Wait, wasn't RuPaul born with a Walk of Fame star?! #RuPaul becomes first drag queen to get Hollywood Walk of Fame star https:// buff.ly/2GHWwNx pic.twitter.com/UvCV9L7RPI";;;#RuPaul;"975807136759500801";https://twitter.com/wearesigny/status/975807136759500801
BluBirdEnt;2018-03-19 11:52;0;1;"A MUST SEE!!! barnyardtheatres has another fantastic show. Hollywood Walk Of Fame is showing now… https://www. instagram.com/p/Bgg_ik7lU1-/";;;;"975807135710941185";https://twitter.com/BluBirdEnt/status/975807135710941185
digbypatsfan;2018-03-19 11:33;0;0;"You mean the Hollywood walk of fame ?";;;;"975802450627133441";https://twitter.com/digbypatsfan/status/975802450627133441
urbina_fer;2018-03-19 11:24;0;0;"Me gustó un video de @YouTube http:// youtu.be/w0VbQrmQTwg?a RuPaul's Hollywood Walk of Fame Ceremony with Jane Fonda - March 16, 2018";;@YouTube;;"975800153675370496";https://twitter.com/urbina_fer/status/975800153675370496
harshita_jindal;2018-03-19 11:17;0;0;"RuPaul is the newest member of the Hollywood Walk of Fame , and the first drag queen ever to be inducted: http:// vogue.cm/VjVD1p0";;;;"975798456458629120";https://twitter.com/harshita_jindal/status/975798456458629120
marvinmusic;2018-03-19 11:17;0;0;"Mary J. Blige is getting a Hollywood Walk of Fame star http:// rviv.ly/2GZSW http:// goo.gl/M3U78Z #spotify #music #mp3";;;#spotify #music #mp3;"975798438167183360";https://twitter.com/marvinmusic/status/975798438167183360
voguemagazine;2018-03-19 11:14;31;178;"RuPaul is the newest member of the Hollywood Walk of Fame , and the first drag queen ever to be inducted: http:// vogue.cm/VjVD1p0";;;;"975797715559960577";https://twitter.com/voguemagazine/status/975797715559960577
YasQueenBot;2018-03-19 11:11;0;0;"@Hollywood Walk of Fame on The Pit Stop where we can all….";;@Hollywood;;"975796960136454145";https://twitter.com/YasQueenBot/status/975796960136454145
MrDaveHudson;2018-03-19 11:08;0;4;"Pretty rich coming from the supporter of a reality show star president who has appeared in dozens of Hollywood movies, TV and has a star on the Walk of Fame . How clueless can Trumpers get?";;;;"975796258207092736";https://twitter.com/MrDaveHudson/status/975796258207092736
kilgo_morgan;2018-03-19 11:02;0;0;""This is absolutely the most important moment in my professional career" RuPaul says in Friday night speech where he become the first drag queen to have a star on the Hollywood Walk of Fame . https://www. vogue.com/article/rupaul -hollywood-walk-of-fame?mbid=social_onsite_twitter … via @voguemagazine";;@voguemagazine;;"975794651541245952";https://twitter.com/kilgo_morgan/status/975794651541245952
vogue_italia;2018-03-19 11:00;0;2;"@RuPaul è la prima #dragqueen ad avere una stella sulla mitica Walk of Fame di Hollywood . Leggi qui: http:// ebx.sh/2FUXogL";;@RuPaul;#dragqueen;"975794276272689153";https://twitter.com/vogue_italia/status/975794276272689153
Quincy_OnQ;2018-03-19 11:00;0;0;"Mark Hamill Joins Galaxy of Stars on Hollywood Walk of Fame http:// variety.com/2018/film/feat ures/mark-hamill-hollywood-walk-of-fame-1202718387/#utm_medium=social&utm_source=twitter&utm_campaign=social_bar&utm_content=bottom&utm_id=1202718387 … via @variety";;@variety;#utm_medium;"975794171771531264";https://twitter.com/Quincy_OnQ/status/975794171771531264
mefeater;2018-03-19 11:00;362;963;"Congrats to RuPaul on receiving his star on the Hollywood Walk of Fame pic.twitter.com/eQB3f3hFlJ";;;;"975794168256782339";https://twitter.com/mefeater/status/975794168256782339
hatsbybilly;2018-03-19 10:52;0;0;"Better than a star on the Hollywood walk of fame ? What do you reckon @scrittipolitti ? https:// twitter.com/PeopleofLeeds/ status/975493894103359488 …";;@scrittipolitti;;"975792248616046592";https://twitter.com/hatsbybilly/status/975792248616046592
wrbenedick;2018-03-19 10:21;1;1;"Me walking down Hollywood walk of fame this weekend. pic.twitter.com/6wuOW45Cy1";;;;"975784461634809856";https://twitter.com/wrbenedick/status/975784461634809856
MelinaJoanneLM;2018-03-19 10:13;0;0;"J'aime une vidéo @YouTube : "RuPaul's Hollywood Walk of Fame Ceremony with Jane Fonda - March 16, 2018" à l'adresse";;@YouTube;;"975782431281373184";https://twitter.com/MelinaJoanneLM/status/975782431281373184
KCMorganWrites;2018-03-19 10:05;0;0;"Joanne Woodward was the first woman to earn a Hollywood Walk of Fame star in 1960";;;;"975780209046835200";https://twitter.com/KCMorganWrites/status/975780209046835200
OfficialWalkApp;2018-03-19 09:52;34;380;"@JaneFonda paid tribute to her friend and soon-to-be @GraceandFrankie co-star @RuPaul as he got his Star on the Hollywood Walk of Fame . Download the @OfficialWalkApp for photos & more at http:// ow.ly/QP1FZ @RuPaulsDragRace #DragRace #sashayaway #logotv pic.twitter.com/v34fQaGBIB";;@JaneFonda @GraceandFrankie @RuPaul @OfficialWalkApp @RuPaulsDragRace;#DragRace #sashayaway #logotv;"975776914789969921";https://twitter.com/OfficialWalkApp/status/975776914789969921
OfficialWalkApp;2018-03-19 09:51;0;4;"Congratulations to @RuPaul who got his Star on the Hollywood Walk of Fame ! Get the @OfficialWalkApp for photos, trivia & more http:// ow.ly/QP1FZ @RuPaulsDragRace #DragRace #sashayaway #logotv pic.twitter.com/VpUrPOmQ2q";;@RuPaul @OfficialWalkApp @RuPaulsDragRace;#DragRace #sashayaway #logotv;"975776911849762816";https://twitter.com/OfficialWalkApp/status/975776911849762816
Media_Mine;2018-03-19 09:51;0;0;"@JaneFonda paid tribute to her friend and soon-to-be @GraceandFrankie co-star @RuPaul as he got his Star on the Hollywood Walk of Fame . Download the @OfficialWalkApp for photos & more at http:// ow.ly/QP1FZ @RuPaulsDragRace #DragRace #sashayaway #logotv pic.twitter.com/F7RFY24eVF";;@JaneFonda @GraceandFrankie @RuPaul @OfficialWalkApp @RuPaulsDragRace;#DragRace #sashayaway #logotv;"975776713782145024";https://twitter.com/Media_Mine/status/975776713782145024
Media_Mine;2018-03-19 09:51;1;0;"Congratulations to @RuPaul who got his Star on the Hollywood Walk of Fame ! Get the @OfficialWalkApp for photos, trivia & more http:// ow.ly/QP1FZ @RuPaulsDragRace #DragRace #sashayaway #logotv pic.twitter.com/zERlV6dAVr";;@RuPaul @OfficialWalkApp @RuPaulsDragRace;#DragRace #sashayaway #logotv;"975776711785701376";https://twitter.com/Media_Mine/status/975776711785701376
rutland_radio;2018-03-19 09:48;0;0;"#TopicalTune ... RuPaul is the first drag queen to get a star on the Hollywood Walk of Fame ! Song to play at 17:30?";;;#TopicalTune;"975775909067264000";https://twitter.com/rutland_radio/status/975775909067264000
jademwatsonn;2018-03-19 09:39;0;1;"feel like rupauls mum IM SO PROUD HE’S ON THE HOLLYWOOD WALK OF FAME , with his little pink sparkly star";;;;"975773694281830401";https://twitter.com/jademwatsonn/status/975773694281830401
nicoicvuv;2018-03-19 09:38;0;1;"I'm at Hollywood Walk of Fame in Hollywood , CA https://www. swarmapp.com/c/8AvbDHsoQzn";;;;"975773481118978048";https://twitter.com/nicoicvuv/status/975773481118978048
TonyTTmassage;2018-03-19 09:35;0;0;"@johncusack you know where John, Hollywood Walk of Fame , all the best restaurants, movie sets that will make your movies classics for us all....again. So there is where John #dontlistentothehaters #weallhavefreedomofspeech . #wedontallhavetoagree";;@johncusack;#dontlistentothehaters #weallhavefreedomofspeech #wedontallhavetoagree;"975772698973532160";https://twitter.com/TonyTTmassage/status/975772698973532160
BBClamacqshow;2018-03-19 09:24;0;13;"You better work: for today's #nationalanthem we are looking for a song for @rupaul , who at the weekend became the first drag queen to get a star on the Hollywood Walk of Fame - suggestions please! pic.twitter.com/mbncrxyn0D";;@rupaul;#nationalanthem;"975769911623634944";https://twitter.com/BBClamacqshow/status/975769911623634944
Houston_CP;2018-03-19 09:02;0;0;"RuPaul's Walk of Fame star unveiled at ceremony in Hollywood http:// abc13.co/2GICGSs";;;;"975764420373696513";https://twitter.com/Houston_CP/status/975764420373696513
EticLabBots;2018-03-19 09:00;0;0;"RuPaul becomes first drag queen to get Hollywood Walk of Fame star http:// tinyurl.com/y9pfylnp";;;;"975764020593651713";https://twitter.com/EticLabBots/status/975764020593651713
jsscasmth;2018-03-19 08:59;0;3;"i want to go to hollywood just to press my face against rupaul's star on the walk of fame";;;;"975763592397119488";https://twitter.com/jsscasmth/status/975763592397119488
LisaJP4;2018-03-19 08:58;0;0;"Imagine being at a point in your career where the peraon presenting your hollywood star on the walk of fame is Jane Fonda like RuPaul Did That";;;;"975763459374710784";https://twitter.com/LisaJP4/status/975763459374710784
admiralhasley;2018-03-19 08:55;0;0;"ELVIS PRESLEY, Walk Of Fame , Hollywood , Los Angeles #elvis #elvispresley #elvispresleyfan … https://www. instagram.com/p/BggrUnTjrOA/";;;#elvis #elvispresley #elvispresleyfan;"975762628428681216";https://twitter.com/admiralhasley/status/975762628428681216
OurDailyQueer;2018-03-19 08:54;8;19;"RuPaul becomes first drag queen to get Hollywood Walk of Fame star via http:// OurDailyQueer.com http:// ift.tt/2DFpN8s";;;;"975762444550328321";https://twitter.com/OurDailyQueer/status/975762444550328321
afterellen;2018-03-19 08:53;0;9;"Jane Fonda Presented RuPaul with his Star on the Hollywood Walk of Fame http://www. wibbitz.com/watch/?id=b0ae 781b429664cf9a510058af0938060 …";;;;"975762215834935297";https://twitter.com/afterellen/status/975762215834935297
admiralhasley;2018-03-19 08:50;0;0;"ELVIS PRESLEY, Walk Of Fame , Hollywood , Los Angeles #elvis #elvispresley #elvispresleyfan … https://www. instagram.com/p/BggqvkkjbRE/";;;#elvis #elvispresley #elvispresleyfan;"975761348800974848";https://twitter.com/admiralhasley/status/975761348800974848
cseant;2018-03-19 08:43;0;0;"Good Morning @Hollywood Walk of Fame https://www. instagram.com/p/BggpBPYB50-/";;@Hollywood;;"975759795784384518";https://twitter.com/cseant/status/975759795784384518
WomenOccupyHwd;2018-03-19 08:41;8;19;"RuPaul has become the world’s first drag artist to be recognised with a star on the Hollywood Walk of Fame . https:// fb.me/Fq1l6fc1";;;;"975759276395368448";https://twitter.com/WomenOccupyHwd/status/975759276395368448
abc13houston;2018-03-19 08:40;10;23;"RuPaul's Walk of Fame star unveiled at ceremony in Hollywood http:// abc13.co/2GICGSs";;;;"975758826145185793";https://twitter.com/abc13houston/status/975758826145185793
majtague;2018-03-19 08:39;66;1010;"Cheek to cheek moment on the Hollywood Walk of Fame pic.twitter.com/34piogw3Oj";;;;"975758625380716546";https://twitter.com/majtague/status/975758625380716546
ArmandoLangaman;2018-03-19 08:39;0;1;"First stop before breakfast. #SaberBand @Hollywood Walk of Fame https://www. instagram.com/p/Bggpe7JAH-Rp Olq3sHzjQ8OZzu7t6V9t7OuO0Y0/ …";;@Hollywood;#SaberBand;"975758582019969024";https://twitter.com/ArmandoLangaman/status/975758582019969024
Jenzzyuk;2018-03-19 08:39;0;0;"What do the Ex cast of Glee have to do to get a Star on the Hollywood Walk Of Fame ? Because I really want @DarrenCriss to get one";;@DarrenCriss;;"975758577385246720";https://twitter.com/Jenzzyuk/status/975758577385246720
weso0015;2018-03-19 08:29;0;0;"Walk of Fame en Hollywood Walk of Fame https://www. instagram.com/p/BggoZr3FjZnP 7Uf5tb7nz1RlxAzRmL8B8Ap_vc0/ …";;;;"975756192424255488";https://twitter.com/weso0015/status/975756192424255488
andyscandy10;2018-03-19 08:24;0;0;"Trump is a reality TV show host with a star on the Hollywood walk of fame . He’s begged to be part of Hollywood for over 30 years";;;;"975754833138536449";https://twitter.com/andyscandy10/status/975754833138536449
xtremerahiem24;2018-03-19 08:21;0;0;"Hi @RuPaul !!! Congratulations on earnings your Hollywood Star Walk of Fame !!!!";;@RuPaul;;"975754067401170944";https://twitter.com/xtremerahiem24/status/975754067401170944
csmcgrl23;2018-03-19 08:07;1;2;"Funny how they support trump who has a star on the Hollywood walk of fame . He was so desperate to belong he paid for his star with the quickness.";;;;"975750684384534530";https://twitter.com/csmcgrl23/status/975750684384534530
csmcgrl23;2018-03-19 08:07;0;0;"trump has a star on the Hollywood walk of fame , he has a reality TV show. So you voted for Hollywood yourself. Who’s #Hollyweird now?";;;#Hollyweird;"975750676050599936";https://twitter.com/csmcgrl23/status/975750676050599936
BritLGBTAwards;2018-03-19 08:02;9;30;"RuPaul is the first ever drag queen to land a star on the Hollywood Walk Of Fame http:// bit.ly/2G43UF3";;;;"975749350629543936";https://twitter.com/BritLGBTAwards/status/975749350629543936
john_wayne89;2018-03-19 08:01;0;0;"RuPaul Honored With Star On The Hollywood Walk Of Fame http://www. newnownext.com/rupaul-star-ho llywood-walk-of-fame/03/2018/?utm=share_twitter … via @NewNowNext";;@NewNowNext;;"975749173797638149";https://twitter.com/john_wayne89/status/975749173797638149
OnTopMag;2018-03-19 08:00;0;0;". @RuPaul Calls Hollywood Walk Of Fame Honor 'Real Sign Of Success' http:// bit.ly/2GFZkLl #lgbt pic.twitter.com/NeDS9Pge3Y";;@RuPaul;#lgbt;"975748730656829440";https://twitter.com/OnTopMag/status/975748730656829440
JusN1kk1;2018-03-19 07:59;0;0;"People are pissed because RuPaul got a star on the Hollywood Walk of Fame ... I think its been a long time coming.";;;;"975748719181291522";https://twitter.com/JusN1kk1/status/975748719181291522
UseSwissNavy;2018-03-19 07:56;0;0;"Sashay! Congratulations to @RuPaul who is the first Drag Queen with a Star on the Hollywood Walk of Fame ! http:// bit.ly/2tWoYII";;@RuPaul;;"975747812947365888";https://twitter.com/UseSwissNavy/status/975747812947365888
alrod26;2018-03-19 07:35;0;0;"She is getting her star on the Hollywood Walk of Fame !!!! Much deserved";;;;"975742635531935746";https://twitter.com/alrod26/status/975742635531935746
TwoBottlesIn_UK;2018-03-19 07:35;0;0;"#Condragulations to Mamma Ru!! @RuPaul is first drag queen to get star on Hollywood Walk of Fame https://www. standard.co.uk/showbiz/celebr ity-news/rupaul-is-first-drag-queen-to-get-star-on-hollywood-walk-of-fame-a3792546.html …";;@RuPaul;#Condragulations;"975742556960165888";https://twitter.com/TwoBottlesIn_UK/status/975742556960165888
TheHouseOfET;2018-03-19 07:34;0;0;"You can get awards and even a star on the #Hollywood walk of fame .. just for being a #fag #lesbian .. what is wrong with people? give them to #surgeons #doctors #firefighters ect. people who save lives & help humanity... not those pathetic peices of garbage who and do are nothing.";;;#Hollywood #fag #lesbian #surgeons #doctors #firefighters;"975742294962987008";https://twitter.com/TheHouseOfET/status/975742294962987008
beoutbe;2018-03-19 07:33;0;0;". @RuPaul eerste #dragqueen met ster op #Hollywood Walk of Fame http://www. beout.be/2018/03/18/rup aul-eerste-dragqueen-met-ster-op-hollywood-walk-of-fame/ …";;@RuPaul;#dragqueen #Hollywood;"975741981405171712";https://twitter.com/beoutbe/status/975741981405171712
setonsinger1991;2018-03-19 07:22;0;0;"Mark Hamill Receives His Star on Hollywood Walk of Fame | THR News https:// fb.me/7W3Bmx3ti";;;;"975739269892501504";https://twitter.com/setonsinger1991/status/975739269892501504
setonsinger1991;2018-03-19 07:21;0;0;"Mark Hamill Receives His Star on Hollywood Walk of Fame | THR News https:// fb.me/6W2obiMLh";;;;"975739102652960768";https://twitter.com/setonsinger1991/status/975739102652960768
setonsinger1991;2018-03-19 07:20;0;0;"Mark Hamill Receives His Star on Hollywood Walk of Fame | THR News https:// fb.me/2EQ9M0Ilr";;;;"975738762318827521";https://twitter.com/setonsinger1991/status/975738762318827521
OPCentennialCo;2018-03-19 07:20;0;0;"One thing’s for sure: Reese Witherspoon isn’t letting anyone walk all over her. And yes, the includes her star on the Hollywood Walk of Fame in Los Angeles. http:// ow.ly/k24F30iRAnI #cleaninghumor";;;#cleaninghumor;"975738723097808896";https://twitter.com/OPCentennialCo/status/975738723097808896
OPAuroraCo;2018-03-19 07:20;0;0;"One thing’s for sure: Reese Witherspoon isn’t letting anyone walk all over her. And yes, the includes her star on the Hollywood Walk of Fame in Los Angeles. http:// ow.ly/k24F30iRAnI #cleaninghumor";;;#cleaninghumor;"975738722934288385";https://twitter.com/OPAuroraCo/status/975738722934288385
OPDenverCO;2018-03-19 07:20;0;0;"One thing’s for sure: Reese Witherspoon isn’t letting anyone walk all over her. And yes, the includes her star on the Hollywood Walk of Fame in Los Angeles. http:// ow.ly/k24F30iRAnI #cleaninghumor";;;#cleaninghumor;"975738698569519104";https://twitter.com/OPDenverCO/status/975738698569519104
setonsinger1991;2018-03-19 07:19;0;0;"Mark Hamill Receives His Star on Hollywood Walk of Fame | THR News https:// fb.me/1WpeRHHKs";;;;"975738559402577920";https://twitter.com/setonsinger1991/status/975738559402577920
FE_Outlet;2018-03-19 07:15;0;0;"@ashleytisdale when you get a star on the Hollywood Walk of Fame . I’d like to be there please. I’ll bring a soufflé and big ol bucket of KFC. We’ll eat the soufflé and throw the KFC at people we dislike a lot. pic.twitter.com/lCGHTwc1f2";;@ashleytisdale;;"975737479658688514";https://twitter.com/FE_Outlet/status/975737479658688514
Let_It_Beatles_;2018-03-19 06:59;7;31;"QUALCUNO MI SPIEGA PER QUALE ASSURDO MOTIVO GRETA MENCHI HA UNA STELLA SULLA WALK OF FAME DI HOLLYWOOD E ALBERTO ANGELA O BEPPE VESSICCHIO NO????";;;;"975733585742385153";https://twitter.com/Let_It_Beatles_/status/975733585742385153
JamesDoesDisney;2018-03-19 06:59;0;19;"In 2012 I had my own star on the Hollywood Walk of Fame ; in 2018 I have my own PhD. #2012vs2018 pic.twitter.com/tJJTyYL8yi";;;#2012vs2018;"975733439306567680";https://twitter.com/JamesDoesDisney/status/975733439306567680
